"LOC_ID";"QTY";"RETAIL";"COSTB";"RETAIL_AMOUNT";"COST_AMOUNT_B";"COST_AMOUNT_ALT";"COST_AMOUNT_ALT1";"GOOD_ID";"DATE_ID";"SUPPLY_NAME";"SUPPLY_DATE";"SUPPLY_QTY";"SUPCOST_AMOUNT_B";"SUPCOST_AMOUNT_ALT"
11263292;60.0;150.0;33.24;9000.0;2430.42;60.42;80.04;1677182;01.01.2013 0:00:00;"21479";30.12.2012 0:00:00;60.0;0.0;0.0
11263292;3.0;150.0;74.03;450.0;193.85;4.79;6.0;1677184;01.01.2013 0:00:00;"20071";31.08.2012 0:00:00;60.0;0.0;0.0
11263292;49.0;150.0;74.03;7350.0;3324.55;82.12;108.05;1677184;01.01.2013 0:00:00;"21303";18.12.2012 0:00:00;60.0;0.0;0.0
11263292;40.0;150.0;74.03;6000.0;2713.92;67.48;89.36;1677184;01.01.2013 0:00:00;"21479";30.12.2012 0:00:00;40.0;0.0;0.0
11263292;20.0;200.0;40.35;4000.0;887.24;21.98;29.1;1677185;01.01.2013 0:00:00;"21470";28.12.2012 0:00:00;20.0;0.0;0.0
11263292;26.0;200.0;40.35;5200.0;1025.7;25.19;32.58;1677185;01.01.2013 0:00:00;"20758";28.10.2012 0:00:00;40.0;0.0;0.0
11263292;60.0;350.0;60.51;21000.0;10428.3;260.34;340.74;1677187;01.01.2013 0:00:00;"21260";14.12.2012 0:00:00;60.0;0.0;0.0
11263292;60.0;350.0;60.51;21000.0;13994.88;349.32;457.32;1677187;01.01.2013 0:00:00;"21260";14.12.2012 0:00:00;60.0;0.0;0.0
11263292;1.0;350.0;60.51;350.0;190.39;4.72;6.16;1677187;01.01.2013 0:00:00;"21158";07.12.2012 0:00:00;1.0;0.0;0.0
11263292;79.0;350.0;60.51;27650.0;15045.0;372.8;486.72;1677187;01.01.2013 0:00:00;"21158";07.12.2012 0:00:00;79.0;0.0;0.0
11263292;20.0;350.0;60.51;7000.0;4665.02;115.62;153.04;1677187;01.01.2013 0:00:00;"21470";28.12.2012 0:00:00;20.0;0.0;0.0
11263292;40.0;350.0;60.51;14000.0;8583.6;212.72;281.6;1677187;01.01.2013 0:00:00;"21470";28.12.2012 0:00:00;40.0;0.0;0.0
11263292;80.0;350.0;60.51;28000.0;14674.48;363.6;474.72;1677187;01.01.2013 0:00:00;"21158";07.12.2012 0:00:00;80.0;0.0;0.0
11263292;20.0;350.0;60.51;7000.0;3668.62;91.66;117.76;1677187;01.01.2013 0:00:00;"21011";23.11.2012 0:00:00;40.0;0.0;0.0
