ID;ID_Father;Child;Tree_Level;Group_Name;Key_String
;;AAA;2;...;AANAAAABY
01;;AAB;0;LIQUOR;AAB
0101;01;AAA;1;WHISKY;AABAAA
0101001;0101;AAI;2;Scotch Standard;AABAAAAAI
0101002;0101;AAA;2;SCOTCH DELUXE;AABAAAAAA
0101003;0101;AAB;2;SCOTCH MALT;AABAAAAAB
0101004;0101;AAC;2;SCOTCH SUPER PREMIUM;AABAAAAAC
0101005;0101;AAD;2;IRISH WHISKEY;AABAAAAAD
0101006;0101;AAE;2;IRISH MALT;AABAAAAAE
0101007;0101;AAF;2;IRISH PREMIUM;AABAAAAAF
0101008;0101;AAG;2;CANADIAN/BOURBON/RYE;AABAAAAAG
0101009;0101;AAH;2;WHISKEY PRESENTATIONS;AABAAAAAH
0101010;0101;AAJ;2;USA/BOURBON;AABAAAAAJ
0101011;0101;AAK;2;CANADIAN BLENDED;AABAAAAAK
0102;01;AAB;1;GIN;AABAAB
0102001;0102;AAA;2;GIN STANDARD;AABAABAAA
0102002;0102;AAB;2;GIN PREMIUM;AABAABAAB
0102003;0102;AAC;2;GIN PRESENTATION;AABAABAAC
0103;01;AAC;1;RUM;AABAAC
0103001;0103;AAA;2;WHITE RUM;AABAACAAA
0103002;0103;AAB;2;GOLDEN RUM;AABAACAAB
0103003;0103;AAC;2;DARK RUM;AABAACAAC
0103004;0103;AAD;2;RUM PRESENTATIONS;AABAACAAD
0104;01;AAD;1;VODKA;AABAAD
0104001;0104;AAA;2;VODKA STANDARD 40%(INTL);AABAADAAA
0104002;0104;AAB;2;VODKA PREMIUM 50%(INTL);AABAADAAB
0104003;0104;AAC;2;VODKA 60%(INTL);AABAADAAC
0104004;0104;AAD;2;VODKA FLAVOURED(INTL);AABAADAAD
0104005;0104;AAE;2;VODKA RUSSIAN;AABAADAAE
0104006;0104;AAF;2;VODKA RUSSIAN FLAVOURED;AABAADAAF
0104007;0104;AAG;2;VODKA PRESENTATION;AABAADAAG
0104008;0104;AAH;2;VODKA RUSSIAN PREMIUM;AABAADAAH
0104009;0104;AAI;2;INTERNATIONAL VODKA;AABAADAAI
0104010;0104;AAJ;2;INTERNATIONAL FLAVOURED VODKA;AABAADAAJ
0104011;0104;AAK;2;RUSSIAN VODKA;AABAADAAK
0105;01;AAE;1;BRANDY;AABAAE
0105001;0105;AAA;2;CALVADOS;AABAAEAAA
0105002;0105;AAB;2;GRAPE BRANDY;AABAAEAAB
0105003;0105;AAC;2;INTERNATIONAL;AABAAEAAC
0106;01;AAF;1;COGNAC;AABAAF
0106001;0106;AAA;2;VS;AABAAFAAA
0106002;0106;AAB;2;VSOP;AABAAFAAB
0106003;0106;AAC;2;MID RANGE;AABAAFAAC
0106004;0106;AAD;2;NAPOLEON;AABAAFAAD
0106005;0106;AAE;2;XO;AABAAFAAE
0106006;0106;AAF;2;EXTRA PRESENTATION;AABAAFAAF
0107;01;AAG;1;ARMAGNAC;AABAAG
0107001;0107;AAA;2;3 STAR;AABAAGAAA
0107002;0107;AAB;2;VSOP;AABAAGAAB
0107003;0107;AAC;2;MID RANGE;AABAAGAAC
0107004;0107;AAD;2;NAPOLEON;AABAAGAAD
0107005;0107;AAE;2;XO;AABAAGAAE
0107006;0107;AAF;2;EXTRA PRESENTATION;AABAAGAAF
0108;01;AAH;1;WINE;AABAAH
0108001;0108;AAA;2;FRENCH WHITE;AABAAHAAA
0108002;0108;AAB;2;FRENCH RED/ROSE;AABAAHAAB
0108003;0108;AAC;2;GERMAN WHITE/SPARKLING;AABAAHAAC
0108004;0108;AAD;2;ITATLIAN SPARKLING;AABAAHAAD
0108005;0108;AAE;2;ITALIAN WHITE;AABAAHAAE
0108006;0108;AAF;2;ITALIAN RED/ROSE;AABAAHAAF
0108007;0108;AAG;2;SPANISH WHITE/SPARKLING;AABAAHAAG
0108008;0108;AAH;2;SPANISH RED/ROSE;AABAAHAAH
0108009;0108;AAI;2;PORTUGESE WHITE/SPARKLING;AABAAHAAI
0108010;0108;AAJ;2;PORTUGESE RED/ROSE;AABAAHAAJ
0108011;0108;AAK;2;SOUTH AFRICAN WHITE;AABAAHAAK
0108012;0108;AAL;2;SOUTH AFRICAN RED/ROSE;AABAAHAAL
0108013;0108;AAM;2;NEW ZEALAND WHITE/SPARKLING;AABAAHAAM
0108014;0108;AAN;2;NEW ZEALAND RED/ROSE;AABAAHAAN
0108015;0108;AAO;2;AUSTRIALIAN WHITE/SPARKLING;AABAAHAAO
0108016;0108;AAP;2;AUSTRIALIAN RED/ROSE;AABAAHAAP
0108017;0108;AAQ;2;CALIFORNIAN WHITE/SPARKLING;AABAAHAAQ
0108018;0108;AAR;2;CALIFORNIAN RED/ROSE;AABAAHAAR
0108019;0108;AAS;2;BULGARIAN WHITE/SPARKLING;AABAAHAAS
0108020;0108;AAT;2;BULGARIAN RED/ROSE;AABAAHAAT
0108021;0108;AAU;2;HUNGARIAN WHITE/SPARKLING;AABAAHAAU
0108022;0108;AAV;2;HUMGARIAN RED/ROSE;AABAAHAAV
0108023;0108;AAW;2;ARGENT. WHITE/SPARKLING;AABAAHAAW
0108024;0108;AAX;2;ARGENT.RED/ROSE;AABAAHAAX
0108025;0108;AAY;2;CHILEAN WHITE/SPARKLING;AABAAHAAY
0108026;0108;AAZ;2;CHILEAN RED/ROSE;AABAAHAAZ
0108027;0108;ABA;2;RUSSIAN WHITE/SPARKLING;AABAAHABA
0108028;0108;ABB;2;RUSSIAN RED/ROSE;AABAAHABB
0108029;0108;ABC;2;CHAMPAGNE BRUT;AABAAHABC
0108030;0108;ABD;2;CHAMPAGNE;AABAAHABD
0108031;0108;ABE;2;GEORGIAN WINE;AABAAHABE
0109;01;AAI;1;LIQUERS;AABAAI
0109001;0109;AAA;2;CREAM LIQUEURS;AABAAIAAA
0109002;0109;AAB;2;OTHERS;AABAAIAAB
0110;01;AAJ;1;APERATIF;AABAAJ
0110001;0110;AAA;2;VERMOUTH;AABAAJAAA
0110002;0110;AAB;2;BITTERS;AABAAJAAB
0110003;0110;AAC;2;APERATIFS;AABAAJAAC
0111;01;AAK;1;FORTIFIED WINES;AABAAK
0111001;0111;AAA;2;PORT STANDARD;AABAAKAAA
0111002;0111;AAB;2;PORT LATE BOTTLE VINTAGE;AABAAKAAB
0111003;0111;AAC;2;SHERRY;AABAAKAAC
0112;01;AAL;1;BEERS;AABAAL
0113;01;AAM;1;SOFT DRINKS;AABAAM
0114;01;AAN;1;TEQUILA;AABAAN
0114001;0114;AAA;2;TEQUILA PREMIUM;AABAANAAA
0114002;0114;AAB;2;TEQUILA SILVER;AABAANAAB
0114003;0114;AAC;2;TEQUILA GOLD;AABAANAAC
0114004;0114;AAD;2;Drinks based on tequila;AABAANAAD
0115;01;AAO;1;CALVADOS;AABAAO
0115001;0115;AAA;2;CALVADOS;AABAAOAAA
0116;01;AAP;1;GRAPPA;AABAAP
011601;0116;AAA;2;GRAPPA;AABAAPAAA
0117;01;AAQ;1;ABSINTHE;AABAAQ
011701;0117;AAA;2;SPANISH ABSINTHE;AABAAQAAA
011702;0117;AAB;2;FRENCH ABSINTHE;AABAAQAAB
02;;AAC;0;TOBACCO;AAC
0201;02;AAA;1;TOBACCO;AACAAA
0201001;0201;AAA;2;CIGARETTE;AACAAAAAA
0201002;0201;AAB;2;CIGARETTE PACK;AACAAAAAB
