No_;Item No_;Unit of Measure Code;Descript;Descript2;Quantity per UoM;No_ Series;Item Department Code;Item Group Code;Item Tree Group No_;Gross Sales Amount
D01074;500437;SGL;Бонаква без газа 0,25;;1.00000000000000000000;DISH;97;9702;9702004;0.00000000000000000000
D01075;500438;SGL;Витао Клубника-Алоэ 0,5;;1.00000000000000000000;DISH;97;9702;9702004;0.00000000000000000000
D01078;500439;SGL;Мартиник пирожное 85гр.;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01079;500440;SGL;Чёрнй лес пирожное 110гр.;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01080;500441;SGL;Тирамису пирожное 110гр.;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01081;500443;SGL;Рич Томат 0,25;;1.00000000000000000000;DISH;97;9702;9702002;0.00000000000000000000
D01082;500444;ПОРЦИЯ;Реми Мартан VS;;0.05000000000000000000;DISH;97;9701;9701008;0.00000000000000000000
D01083;500446;SGL;Сендвич Тунец;;1.00000000000000000000;DISH;97;9704;9704005;0.00000000000000000000
D01084;500447;SGL;Сендвич Индейка;;1.00000000000000000000;DISH;97;9704;9704005;0.00000000000000000000
D01085;500448;SGL;Сендвич Лосось;;1.00000000000000000000;DISH;97;9704;9704005;0.00000000000000000000
D01086;500449;SGL;Салат Цезарь;;1.00000000000000000000;DISH;97;9704;9704004;0.00000000000000000000
D01087;500450;SGL;Салат Моцарелла;;1.00000000000000000000;DISH;97;9704;9704004;0.00000000000000000000
D01088;500451;SGL;Салат Греческий;;1.00000000000000000000;DISH;97;9704;9704004;0.00000000000000000000
D01089;500454;SGL;Багет Французкий c Маслом;;1.00000000000000000000;DISH;97;9704;9704009;0.00000000000000000000
D01090;500455;ПОРЦИЯ;Торт Сырный Бейлиз;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01093;500457;SGL;Берн 0,25;;1.00000000000000000000;DISH;97;9702;9702004;0.00000000000000000000
D01094;500458;SGL;Берн Цитр. 0,25;;1.00000000000000000000;DISH;97;9702;9702004;0.00000000000000000000
D01095;500459;SGL;Рич Виноград 0,2;;1.00000000000000000000;DISH;97;9702;9702002;0.00000000000000000000
D01096;500461;SGL;Чай Ассам Меленг пак 20х4г;;1.00000000000000000000;DISH;97;9703;9703009;0.00000000000000000000
D01097;500462;SGL;Чай Ред Фрут Флаш пак 20х4г;;1.00000000000000000000;DISH;97;9703;9703009;0.00000000000000000000
D01098;500456;SGL;Багет Ржаной с Маслом;;1.00000000000000000000;DISH;97;9704;9704009;0.00000000000000000000
D01099;500463;SGL;Салат Цезарь;;1.00000000000000000000;DISH;97;9704;9704004;0.00000000000000000000
D01100;500464;SGL;Салат Моцарелла;;1.00000000000000000000;DISH;97;9704;9704004;0.00000000000000000000
D01101;500465;SGL;Салат Греческий;;1.00000000000000000000;DISH;97;9704;9704004;0.00000000000000000000
D01102;500466;SGL;Сендвич Тунец;;1.00000000000000000000;DISH;97;9704;9704005;0.00000000000000000000
D01103;500467;SGL;Сендвич Индейка;;1.00000000000000000000;DISH;97;9704;9704005;0.00000000000000000000
D01104;500468;SGL;Сендвич Лосось;;1.00000000000000000000;DISH;97;9704;9704005;0.00000000000000000000
D01105;500406;ПОРЦ 0,02;Рич Грейпфрут 1л;;0.20000000000000000000;DISH;97;9702;9702002;0.00000000000000000000
D01106;500566;ПОРЦИЯ;Белуга 0,7Л;;0.05000000000000000000;DISH;97;9701;9701006;0.00000000000000000000
D01107;500479;ПОРЦИЯ;Крылышки;;0.30000000000000000000;DISH;97;9704;9704001;0.00000000000000000000
D01108;500480;ПОРЦИЯ;Шашлычки;;0.20000000000000000000;DISH;97;9704;9704001;0.00000000000000000000
D01109;500485;ПОРЦИЯ;Мохито;;1.00000000000000000000;DISH;97;9701;9701011;0.00000000000000000000
D01110;500487;ПОРЦИЯ;Пина Колада;;1.00000000000000000000;DISH;97;9701;9701011;0.00000000000000000000
D01111;500151;SGL;Борщ Черниговский 250г;;1.00000000000000000000;DISH;97;9704;9704012;0.00000000000000000000
D01112;500154;SGL;Солянка мясная 250г;;1.00000000000000000000;DISH;97;9704;9704012;0.00000000000000000000
D01113;500567;SGL;Суп легкий с овощами 250г;;1.00000000000000000000;DISH;97;9704;9704012;0.00000000000000000000
D01114;500489;ПОРЦ 0,06;Кетчуп;;0.06000000000000000000;DISH;97;9704;9704015;0.00000000000000000000
D01115;500488;SGL;Рич Персик 1Л;;1.00000000000000000000;DISH;97;9702;9702002;0.00000000000000000000
D01116;500002;ПОРЦИЯ 0,5;Хейнекен 0,5;;0.50000000000000000000;DISH;97;9701;9701001;0.00000000000000000000
D01117;500007;ПОРЦИЯ 0,3;Эдельвейс 0,3;;0.30000000000000000000;DISH;97;9701;9701001;0.00000000000000000000
D01118;500007;ПОРЦИЯ 0,5;Эдельвейс 0,5;;0.50000000000000000000;DISH;97;9701;9701001;0.00000000000000000000
D01119;500495;ПОРЦИЯ;Суп с овощами;;1.00000000000000000000;DISH;97;9704;9704012;0.00000000000000000000
D01120;500496;ПОРЦИЯ;Солянка мясная;;1.00000000000000000000;DISH;97;9704;9704012;0.00000000000000000000
D01121;500497;ПОРЦИЯ;Мохито Безалк.;;1.00000000000000000000;DISH;97;9701;9701011;0.00000000000000000000
D01122;500499;SGL;Нести Персик 0,5;;1.00000000000000000000;DISH;97;9702;9702004;0.00000000000000000000
D01123;500500;SGL;Шардоне бел. п/сух 0,25Л;;1.00000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01124;500505;ПОРЦИЯ;Шашлычки;;1.00000000000000000000;DISH;97;9704;9704001;0.00000000000000000000
D01125;500506;ПОРЦИЯ;Крылышки;;1.00000000000000000000;DISH;97;9704;9704001;0.00000000000000000000
D01126;500502;ПОРЦИЯ;Борщ;;1.00000000000000000000;DISH;97;9704;9704012;0.00000000000000000000
D01127;500509;SGL;Стакан;;1.00000000000000000000;DISH;97;9703;9703005;0.00000000000000000000
D01128;500511;SGL;Вива Грейпфрут 0.5Л;;1.00000000000000000000;DISH;97;9702;9702004;0.00000000000000000000
D01129;500475;;Чай Сенча Сепай 250гр;;1.00000000000000000000;DISH;97;9703;9703009;0.00000000000000000000
D01130;500514;ПОРЦИЯ;Торт Чиз-Кейк с Клубникой;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01131;500516;ПОРЦИЯ;Торт Чиз-Кейк "Нью-Йорк";;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01132;500517;ПОРЦИЯ;Блинчики со сметаной;;1.00000000000000000000;DISH;97;9704;9704003;0.00000000000000000000
D01133;500518;ПОРЦИЯ;Блинчики с маслом;;1.00000000000000000000;DISH;97;9704;9704003;0.00000000000000000000
D01134;500492;ПОРЦИЯ;Сауза Бланко 0,7Л;;0.05000000000000000000;DISH;97;9701;9701010;0.00000000000000000000
D01135;500520;ПОРЦИЯ;Блинчики с Мёдом;;1.00000000000000000000;DISH;97;9704;9704003;0.00000000000000000000
D01136;500525;ПОРЦИЯ;Шато Рейно кр.сухое 150мл;;0.15000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01137;500525;SGL 0,75;Шато Рейно кр.сухое 0,75Л;;0.75000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01138;500526;ПОРЦИЯ;Доктор Шмитт бел.п/сл. 0,75Л;;0.15000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01139;500527;ПОРЦИЯ;Берберана Марино роз.сух.075Л;;0.15000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01140;500529;ПОРЦИЯ;Солянка Рыбная;;1.00000000000000000000;DISH;97;9704;9704012;0.00000000000000000000
D01141;500531;ПОРЦИЯ;Моро Розе Д'Анжу роз.  0,75Л;;0.15000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01142;500532;ПОРЦИЯ;Мюскаде бел.сух. 0,75Л;;0.15000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01143;500538;SGL;Круассан с Маслом 35гр.;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01144;500539;SGL;Круассан с Миндалем 50гр.;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01145;500540;SGL;Даниш с Фруктами 50гр.;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01146;500531;SGL 0,75;Моро Розе Д'Анжу роз.  0,75Л;;0.75000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01147;500532;SGL 0,75;Мюскаде бел.сух. 0,75Л;;0.75000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01148;500556;SGL;Жюльен из курици с гр. 135г;;1.00000000000000000000;DISH;97;9704;9704001;0.00000000000000000000
D01149;500560;SGL;Колбасные снеки;;1.00000000000000000000;DISH;97;9704;9704003;0.00000000000000000000
D01150;500561;ПОРЦИЯ;Колбаски Шашлычные п/к;;0.30000000000000000000;DISH;97;9704;9704003;0.00000000000000000000
D01151;500562;ПОРЦИЯ;Колбаски Пряные с сыром п/к;;0.30000000000000000000;DISH;97;9704;9704003;0.00000000000000000000
D01152;500547;ПОРЦИЯ;Джеймсон и Джинджер 8%;;1.00000000000000000000;DISH;97;9701;9701011;0.00000000000000000000
D01153;500549;ПОРЦИЯ;Кровавая Мэри 8%;;1.00000000000000000000;DISH;97;9701;9701011;0.00000000000000000000
D01154;500551;ПОРЦИЯ;Мартини Иллюзион 4,5%;;1.00000000000000000000;DISH;97;9701;9701011;0.00000000000000000000
D01159;500573;SGL;Шоколад DOVEв асс. 100гр.;;1.00000000000000000000;DISH;97;9704;9704013;0.00000000000000000000
D01160;500574;SGL;Шоколад DOVE в асс. 50гр.;;1.00000000000000000000;DISH;97;9704;9704013;0.00000000000000000000
D01161;500575;ПОРЦИЯ;Торт сырный Клубника;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01162;500576;ПОРЦИЯ;Торт сырный "New York";;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01163;500593;ПОРЦИЯ;Ассам;;1.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01164;500591;ПОРЦИЯ;Шиповник и Гибискус;;1.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01165;500592;ПОРЦИЯ;Английский Завтрак;;1.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01166;500594;ПОРЦИЯ;Зеленая Сенча;;1.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01167;500595;ПОРЦИЯ;Зеленый Лимон;;1.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01168;500596;ПОРЦИЯ;Манго и Клубника;;1.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01169;500597;ПОРЦИЯ;Цветок Жасмин;;1.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01170;500598;ПОРЦИЯ;Эрл Грей;;1.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01171;500490;ПОРЦ 0,03;Сметана 30гр.;;0.03000000000000000000;DISH;97;9707;9707;0.00000000000000000000
D01172;500515;ПОРЦИЯ;Блинчики;;0.22000000000000000000;DISH;97;9707;9707;0.00000000000000000000
D01174;500493;SGL;Суп с Овощами 250г;;1.00000000000000000000;DISH;97;9707;9707;0.00000000000000000000
D01176;500494;SGL;Солянка Мясная 250г;;1.00000000000000000000;DISH;97;9707;9707;0.00000000000000000000
D01177;500501;SGL;Борщ 250гр;;1.00000000000000000000;DISH;97;9707;9707;0.00000000000000000000
D01178;500519;ПОРЦ 0,04;Мед Цветочный;;0.04000000000000000000;DISH;97;9704;9704009;0.00000000000000000000
D01179;500491;SGL;Масло 82% 10гр.;;1.00000000000000000000;DISH;97;9707;9707;0.00000000000000000000
D01180;500354;ПОРЦИЯ;Сыр Гауда 48%;;0.04400000000000000000;DISH;97;9704;9704010;0.00000000000000000000
D01181;500084;SGL;Чай Ассам (пак.);;1.00000000000000000000;DISH;97;9703;9703009;0.00000000000000000000
D01182;500057;SGL;Чай Ройал Эрл Грей (пак.);;1.00000000000000000000;DISH;97;9703;9703009;0.00000000000000000000
D01183;500037;SGL;Чай Зеленый (пак.);;1.00000000000000000000;DISH;97;9703;9703009;0.00000000000000000000
D01184;500038;SGL;Чай Жасмин (пак.);;1.00000000000000000000;DISH;97;9703;9703009;0.00000000000000000000
D01185;500028;SGL;Чай Красный (пак.);;1.00000000000000000000;DISH;97;9703;9703009;0.00000000000000000000
D01186;500599;SGL;Газ вода в асс. 0,25л;;1.00000000000000000000;DISH;97;9702;9702004;0.00000000000000000000
D01187;500600;SGL;Вальсер в асс. 033л;;1.00000000000000000000;DISH;97;9702;9702004;0.00000000000000000000
D01188;500601;SGL;Бонаква в асс. 0,25л;;1.00000000000000000000;DISH;97;9702;9702004;0.00000000000000000000
D01189;500602;SGL;Берн а асс. 0,25л;;1.00000000000000000000;DISH;97;9702;9702004;0.00000000000000000000
D01190;500603;SGL;Соки Рич в асс. 0,25л;;1.00000000000000000000;DISH;97;9702;9702002;0.00000000000000000000
D01191;500604;SGL;Чай Нести в асс. 0,5л;;1.00000000000000000000;DISH;97;9702;9702004;0.00000000000000000000
D01192;500605;SGL;Газ. вода в асс. 0,5л;;1.00000000000000000000;DISH;97;9702;9702004;0.00000000000000000000
D01193;500606;SGL;Бонаква а асс. 0,5л;;1.00000000000000000000;DISH;97;9702;9702004;0.00000000000000000000
D01194;500607;SGL;Аква Вива в асс. 0,5л;;1.00000000000000000000;DISH;97;9702;9702004;0.00000000000000000000
D01195;500608;SGL;Тоник а асс. 0,5л;;1.00000000000000000000;DISH;97;9702;9702004;0.00000000000000000000
D01196;500609;SGL;Берн в асс. 0,25л;;1.00000000000000000000;DISH;97;9702;9702004;0.00000000000000000000
D01197;500610;SGL;Соки Рич в асс. 0,2л;;1.00000000000000000000;DISH;97;9702;9702002;0.00000000000000000000
D01198;500611;SGL;Чай пакетированный в асс.20х35;;1.00000000000000000000;DISH;97;9703;9703009;0.00000000000000000000
D01199;500351;ПОРЦИЯ 0,3;Златый Базант 30Л;;0.30000000000000000000;DISH;97;9701;9701001;0.00000000000000000000
D01200;500614;SGL;Мороженое с кус. шок. ст.0,1кг;;1.00000000000000000000;DISH;97;9704;9704011;0.00000000000000000000
D01201;500615;SGL;Мороженое "Испанка" 0,1кг;;1.00000000000000000000;DISH;97;9704;9704011;0.00000000000000000000
D01202;500616;SGL;Мороженое "Лесная ягода" 0,1кг;;1.00000000000000000000;DISH;97;9704;9704011;0.00000000000000000000
D01203;500617;SGL;Мороженое "Фисташк.с крем."0,1;;1.00000000000000000000;DISH;97;9704;9704011;0.00000000000000000000
D01204;500618;ПОРЦИЯ;Торт "Лесные ягоды" 1,35кг;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01205;500619;ПОРЦИЯ;Торт "Тирамису" 1,15кг;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01206;500620;ПОРЦИЯ;Чизкейк с шок. крошкой 2,13кг;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01207;500625;ПОРЦИЯ;Сырная Тарелка 262гр;;1.00000000000000000000;DISH;97;9704;9704010;0.00000000000000000000
D01208;500626;ПОРЦИЯ;Джин Тоник 9,4%;;1.00000000000000000000;DISH;97;9703;9703004;0.00000000000000000000
D01209;500627;ПОРЦИЯ;Отвертка 10%;;1.00000000000000000000;DISH;97;9703;9703004;0.00000000000000000000
D01212;500612;ПОРЦИЯ;Виски-Кола 10%;;1.00000000000000000000;DISH;97;9701;9701011;0.00000000000000000000
D01213;500548;ПОРЦИЯ;Ром-Кола 10%;;1.00000000000000000000;DISH;97;9701;9701011;0.00000000000000000000
D01214;500628;ПОРЦИЯ;Балалайка 10%;;1.00000000000000000000;DISH;97;9703;9703004;0.00000000000000000000
D01215;500629;ПОРЦИЯ;Текила Санрайз 10%;;1.00000000000000000000;DISH;97;9703;9703004;0.00000000000000000000
D01216;500630;ПОРЦИЯ;Космополитен 12%;;1.00000000000000000000;DISH;97;9703;9703004;0.00000000000000000000
D01217;500631;ПОРЦИЯ;Голубая Лагуна 10,5%;;1.00000000000000000000;DISH;97;9703;9703004;0.00000000000000000000
D01218;500632;ПОРЦИЯ;Сэкс на пляже 9,5%;;1.00000000000000000000;DISH;97;9703;9703004;0.00000000000000000000
D01219;500633;ПОРЦИЯ;Айсберг 10%;;1.00000000000000000000;DISH;97;9703;9703004;0.00000000000000000000
D01220;500634;ПОРЦИЯ;Лонг Айленд Айс Ти 13,7%;;1.00000000000000000000;DISH;97;9703;9703004;0.00000000000000000000
D01221;500552;ПОРЦИЯ;"Мартини со льдом" 10%;;1.00000000000000000000;DISH;97;9701;9701011;0.00000000000000000000
D01222;500613;ПОРЦИЯ;«Бейлис со льдом» 11,3%;;1.00000000000000000000;DISH;97;9701;9701011;0.00000000000000000000
D01223;500638;ПОРЦИЯ;Торт "Каппучино" 1,15кг;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01224;500639;ПОРЦИЯ;Торт "Земляничный" 1,15кг;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01225;500640;SGL;Мартини Бьянко Сода 0,1Л;;1.00000000000000000000;DISH;97;9701;9701005;0.00000000000000000000
D01226;500641;SGL;Мороженное в асс.;;1.00000000000000000000;DISH;97;9704;9704011;0.00000000000000000000
D01227;500643;ПОРЦИЯ;Кьянти кр.сух.0,75л 13%;;0.15000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01228;500643;SGL 0,75;Кьянти кр.сух.0,75л 13%;;0.75000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01231;500515;ПОРЦ 0,15;Блинчики;;0.15000000000000000000;DISH;97;9707;9707;0.00000000000000000000
D01232;500644;ПОРЦИЯ;Американо;;1.00000000000000000000;DISH;97;9703;9703002;0.00000000000000000000
D01233;500645;ПОРЦИЯ;Двойной Американо;;1.00000000000000000000;DISH;97;9703;9703002;0.00000000000000000000
D01234;500647;ПОРЦИЯ;Чизкейк Шоколадный 16пор. 2,35;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01235;500648;ПОРЦИЯ;Чизкейк Монтероза 12пор.1,2кг.;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01236;500653;ПОРЦИЯ;Молочный Улонг;;1.00000000000000000000;DISH;97;9703;9703001;0.00000000000000000000
D01237;500655;SGL;Конфитюр в асс.0,28гр.;;1.00000000000000000000;DISH;97;9704;9704013;0.00000000000000000000
D01238;500657;ПОРЦИЯ;Колбаски в асс.;;1.00000000000000000000;DISH;97;9704;9704001;0.00000000000000000000
D01239;500656;SGL;Асти Мартини в асс. 0,75 л;;1.00000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01240;500658;ПОРЦИЯ;Виски-яблочный сок 10%;;1.00000000000000000000;DISH;97;9701;9701011;0.00000000000000000000
D01241;500659;SGL;Арахис Зоотой сад 40х40г;;1.00000000000000000000;DISH;97;9704;9704008;0.00000000000000000000
D01242;500661;SGL;Эклипс в асс.;;1.00000000000000000000;DISH;97;9706;9706001;0.00000000000000000000
D01243;500662;SGL;Орбит Коктейль а асс.;;1.00000000000000000000;DISH;97;9706;9706001;0.00000000000000000000
D01244;500663;ПОРЦИЯ;Молочный коктейль в асс.0,3;;1.00000000000000000000;DISH;97;9702;9702001;0.00000000000000000000
D01245;500657;ПОРЦИЯ 0,2;Колбаски в асс.0,2;;0.20000000000000000000;DISH;97;9704;9704001;0.00000000000000000000
D01246;500664;SGL;Шоколадный батончик в ас.Small;;1.00000000000000000000;DISH;97;9704;9704013;0.00000000000000000000
D01247;500665;SGL;Шоколадный батончик в асс.Max;;1.00000000000000000000;DISH;97;9704;9704013;0.00000000000000000000
D01248;500666;SGL;Мороженое BR(стакан.) 100мл;;1.00000000000000000000;DISH;97;9704;9704011;0.00000000000000000000
D01249;500667;ПОРЦИЯ 0,1;Картофель дольками 100гр.;;0.10000000000000000000;DISH;97;9704;9704001;0.00000000000000000000
D01250;500668;ПОРЦИЯ 0,1;Мартини Розато 1л 15%;;0.10000000000000000000;DISH;97;9701;9701005;0.00000000000000000000
D01251;500669;SGL;Квас Кружка и бочка 0,5л;;1.00000000000000000000;DISH;97;9702;9702004;0.00000000000000000000
D01252;500670;ПОРЦИЯ;Палаццоли Россо 0,75 кр.п/сл.;;0.15000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01258;500670;SGL 0,75;Палаццоли Россо 0,75 кр.п/сл.;;0.75000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01259;500671;ПОРЦИЯ;Палаццоли Бианко 0,75 бел.п/сл;;0.15000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01260;500671;SGL 0,75;Палаццоли Бианко 0,75 бел.п/сл;;0.75000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01261;500672;ПОРЦИЯ;Розе Д'Анжу 0,75 роз.п/сух;;0.15000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01262;500672;SGL 0,75;Розе Д'Анжу 0,75 роз.п/сух;;0.75000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01263;500673;ПОРЦИЯ;Эль Дескансо Шираз 0,75 сух.;;0.15000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01264;500673;SGL 0,75;Эль Дескансо Шираз 0,75 сух.;;0.75000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01265;500674;ПОРЦИЯ;Эль Дескансо Совиньон 0,75сух.;;0.15000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01266;500674;SGL 0,75;Эль Дескансо Совиньон 0,75сух.;;0.75000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01267;500675;ПОРЦИЯ;Эль Дескансо Мерло 0,75 сух.;;0.15000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01268;500675;SGL 0,75;Эль Дескансо Мерло 0,75 сух.;;0.75000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01269;500676;SGL;Мороженное BR 0,5;;1.00000000000000000000;DISH;97;9704;9704011;0.00000000000000000000
D01270;500677;SGL;Сок Виноград 1л;;1.00000000000000000000;DISH;97;9702;9702002;0.00000000000000000000
D01271;500678;ПОРЦИЯ;Виски-Кола 10%;;1.00000000000000000000;DISH;97;9701;9701011;0.00000000000000000000
D01272;500679;SGL;Шампиньоны в смет соусе с карт;;1.00000000000000000000;DISH;97;9704;9704001;0.00000000000000000000
D01273;500682;ПОРЦИЯ;Златый Базант 30Л темное;;0.55000000000000000000;DISH;97;9701;9701001;0.00000000000000000000
D01275;500683;SGL;Молоко 3,5% 0,2 мл;;1.00000000000000000000;DISH;97;9704;9704010;0.00000000000000000000
D01276;500684;ПОРЦИЯ;Сосиски молочные;;0.12500000000000000000;DISH;97;9704;9704001;0.00000000000000000000
D01277;500340;SGL;Булочка Пшеничная;;1.00000000000000000000;DISH;97;9704;9704009;0.00000000000000000000
D01281;500030;ПОРЦИЯ 0,2;Fresh Orange Juice 0,2;;0.20000000000000000000;DISH;97;9702;9702003;0.00000000000000000000
D01282;500685;SGL;Берн 0,5л;;1.00000000000000000000;DISH;97;9702;9702004;0.00000000000000000000
D01283;500690;ПОРЦИЯ;Клубничный Коллинз;;1.00000000000000000000;DISH;97;9701;9701011;0.00000000000000000000
D01284;500725;ПОРЦ 0,15;Сырники;;0.35000000000000000000;DISH;97;9707;9707;0.00000000000000000000
D01285;500726;ПОРЦ 0,15;Оладьи;;0.15000000000000000000;DISH;97;9707;9707;0.00000000000000000000
D01286;500724;ПОРЦИЯ;Салат из огурцов с авокадо;;1.00000000000000000000;DISH;97;9704;9704004;0.00000000000000000000
D01287;500721;ПОРЦИЯ;Салат помидоры с луком;;1.00000000000000000000;DISH;97;9704;9704004;0.00000000000000000000
D01288;500774;ПОРЦИЯ;Овощное Ассорти;;1.00000000000000000000;DISH;97;9704;9704004;0.00000000000000000000
D01292;500759;ПОРЦИЯ;Суп лапша куриный;;1.00000000000000000000;DISH;97;9704;9704012;0.00000000000000000000
D01293;500762;ПОРЦИЯ;Суп Грибной;;1.00000000000000000000;DISH;97;9704;9704012;0.00000000000000000000
D01314;500779;ПОРЦИЯ;Ассорти мясное;;1.00000000000000000000;DISH;97;9704;9704009;0.00000000000000000000
D01317;500740;ПОРЦИЯ;Блинчики с мясом;;0.16000000000000000000;DISH;97;9704;9704003;0.00000000000000000000
D01318;500741;ПОРЦИЯ;Блинчики с яблоком;;0.16000000000000000000;DISH;97;9704;9704003;0.00000000000000000000
D01319;500742;ПОРЦИЯ;Блинчики с вишней;;0.16000000000000000000;DISH;97;9704;9704003;0.00000000000000000000
D01320;500743;ПОРЦИЯ;Блинчики с творогом;;0.16000000000000000000;DISH;97;9704;9704003;0.00000000000000000000
D01321;500754;ПОРЦИЯ;Салат с тунцом;;1.00000000000000000000;DISH;97;9704;9704004;0.00000000000000000000
D01322;500755;ПОРЦИЯ;Салат с Языком;;1.00000000000000000000;DISH;97;9704;9704004;0.00000000000000000000
D01323;500765;ПОРЦИЯ;Салат Деревенский со сметаной;;1.00000000000000000000;DISH;97;9704;9704004;0.00000000000000000000
D01324;500780;ПОРЦИЯ;Салат Деревенский с маслом;;1.00000000000000000000;DISH;97;9704;9704004;0.00000000000000000000
D01325;500691;ПОРЦИЯ;Линчбургский Лимонад;;1.00000000000000000000;DISH;97;9701;9701011;0.00000000000000000000
D01326;500689;ПОРЦИЯ;Кир;;1.00000000000000000000;DISH;97;9701;9701011;0.00000000000000000000
D01327;500687;ПОРЦИЯ;Кофе "Горячий Апельсин";;1.00000000000000000000;DISH;97;9703;9703004;0.00000000000000000000
D01328;500789;ПОРЦИЯ;Семга с/сол;;1.00000000000000000000;DISH;97;9704;9704001;0.00000000000000000000
D01329;500782;SGL;Мороженое фрукт.;;1.00000000000000000000;DISH;97;9704;9704011;0.00000000000000000000
D01330;500783;SGL;Мороженое со вк. кокоса;;1.00000000000000000000;DISH;97;9704;9704011;0.00000000000000000000
D01331;500784;SGL;Мороженое ваниль КремаКаталана;;1.00000000000000000000;DISH;97;9704;9704011;0.00000000000000000000
D01332;500785;SGL;Мор. с грецкими орехами;;1.00000000000000000000;DISH;97;9704;9704011;0.00000000000000000000
D01333;500786;SGL;Мороженое Страчиателли;;1.00000000000000000000;DISH;97;9704;9704011;0.00000000000000000000
D01334;500787;SGL;Мороженое со вк.меда;;1.00000000000000000000;DISH;97;9704;9704011;0.00000000000000000000
D01335;500790;ПОРЦИЯ 0,5;Стронгбоу 30л;;0.50000000000000000000;DISH;97;9701;9701002;0.00000000000000000000
D01336;500732;ПОРЦИЯ;Торт "Двойной шоколад";;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01337;500733;ПОРЦИЯ;Торт "Линонный";;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01338;500734;ПОРЦИЯ;Торт "Прага";;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01339;500735;ПОРЦИЯ;Пай ореховый "Пекан";;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01340;500736;SGL;Эклер Шоколадный;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01341;500738;SGL;Бельгийская сах.вафля;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01342;500739;SGL;Капкейк "Брауниз" с сыром;;1.00000000000000000000;DISH;97;9704;9704006;0.00000000000000000000
D01344;500791;ПОРЦИЯ;Салат "Ирландский каприз";;1.00000000000000000000;DISH;97;9704;9704004;0.00000000000000000000
