DP_SUP_ID;DF_USD_ID;DF_SUP_ID;SUP_NAME
;42767489;42767489;PAL ZILERI GROUP
16223876;45126059;;PARFUME HOLDING                                                                                     
15317860;;;PARFUME SALE
;10907468;10907468;PC10001 CARTIER WATCHES
;10907225;10907225;PC10002 CARTIER JEWELLERY
;10907331;10907331;PD11234 PREMIER DRINK
;12336953;12336953;PI99999 PIANEGONDA
;10967454;10967454;PL33515 PORTOLANO GUANTI
;45125410;45125410;PM 12399 PARRIS MONTE CARLO (À¿ ÿ≈–»)
16223663;;;PM12399 PARRIS MONTE CARLO (À¿ ÿ≈–»)
16223623;;;PM44450 PERRIS MONTE CARLO INTERLUX 2
;45125275;45125275;PM44450 PERRIS MONTE CARLO Interlux 2
12489786;;;PR 123366 PREMIER PORTFOLIO
;10907422;10907422;PR0001 PREMIER PORTFOLIO USD SKY
12428766;;;PR200002 œ–Œ√–≈——-œÀﬁ— ŒŒŒ
14008262;;;PR23334 PACO RABANNE - ≈ƒ»Õ¿ﬂ ≈¬–Œœ¿
15971533;;;PT23456 PT SWITZELAND
;24207678;24207678;PU23888 PUCCI VIVARA/VARIAZIONI/MISS PUCCI
;10971322;10971322;PUIG
16157331;;;PUIG
15059512;;;PW55555 POLICE TIME WATCH
10902987;;;R00002 –”—¿√–Œ“Œ–√ ÃŒ— ¬¿
;10907226;10907226;R00101 ROSA ROSE GOLD
16064643;;;R00368 –≈ — “–≈…ƒ»Õ√ Œ¿Œ
10902990;;;R10001 RARITET OOO
;10907529;10907529;R10001 RUSAGROTORG MOSCOW
10902991;;;R10010 RAYSTAR OOO
;10907423;10907423;R10017 ROLNIK PUBLISHERS
;10907530;10907530;R10024 MARTINI-BACARDI
;10924126;10924126;R10047+ BIONT LTD RBN
;10907533;10907533;R10053 REMY MARTIN
;10907534;10907534;R10058 NIAGARA FOODS
16032127;10907277;10907277;R10060 BVLGARI
16032127;;;R10060 BVLGARY
;10923891;10923891;R10063 RENE CUSACK LTD
;10907278;10907278;R10068 RONSON INT USD LTD
10902994;;;R11111 LEKERY OOO
16222765;;;R11133 RICH ¬» “Œ–»ﬂ
10910007;;;R12345 RATTI COLLECTION
;22575112;22575112;R12345 RUSSIAN OSETR
;10907424;10907424;R12369 RADO WATCHES
;10907424;10907424;R12369 RADO WATCHES
;10907469;10907469;R16900 ITIL (REEMTSMA INT)
;10907469;10907469;R16900 ITIL (REEMTSMA INT)
15233566;40530149;40530149;R20012 RANCE
15233566;;;R20012 RANCE À≈ ŒÕ“
16223954;;;R200440 RANCE –»◊                                                                                   
;23023836;23023836;R22222 RUSSIAN OSETR - ADYGEYA OOO
;32030767;32030767;R25255 ROTOR HOUSE
11696609;;;R25255 –Œ“Œ– ’¿”—
16157275;10907535;10907535;R35840 N.RICCI Puig
16157275;;;R35840 NINA RICCI PUIG
10902943;10907586;10907586;R50938 DESIGN GO
;30535632;30535632;R55531 RUSSIAN CAVIAR HOUSE
;10933449;10933449;R55545 ROBERTA DI CAMERINO GENERLUX
;10907332;10907332;R63835 BAT INTL (ROTHMANS INT)
;10923886;10923886;R76234 ROUGIE
11390230;;;R888888 –”—“ »Õ Œ–œŒ–›…“≈ƒ
;45120595;45120595;R888888 –”—“ »Õ Œ–œŒ–›…“≈ƒ
;10907374;10907374;R89732 RUSS BERRIE UK LTD
;23815698;23815698;R99999 ROSALKO-NEVA ZAO
13698064;;;R99999 ROSALKO-NEVA ZAO
;44909073;44909073;RB7777 ROBERTO BRAVO
15439549;;;RC12345 Roberto Cavalli - ≈ƒ»Õ¿ﬂ ≈¬–Œœ¿
;10907279;10907279;S&S5421 SEA & SKY SUPPLY
;45124999;45124999;S.A.S. SONIA RYKIEL C. D. M
10902996;;;S00001 SOI-2
10902997;;;S00002 NIAGARA FUDS
10902998;;;S00003 SLIMSITY OOO
11164767;;;S00004 —œŒ–“À¿…Õ OOO
;10907587;10907587;S00010 SCHABAK
16223584;;;S01607 SHISEIDO
;10907536;10907536;S01607 SHISEIDO EUROPE
;10907536;10907536;S01607 SHISEIDO EUROPE
10903000;;;S02000 SHARK-2000
16223232;10907425;10907425;S03853 SCANNON / GUCCI P&G
;10907538;10907538;S03854 COSMOPOLITAN COSMETIC
10903001;;;S10000 SHANTERI OOO
;10907470;10907470;S10000 SONYA RYKIEL
16223229;;;S10000 SONYA RYKIEL
16223229;10907470;10907470;S10000 SONYA RYKIEL
10903002;;;S10001 SELDICO OLD
;10907375;10907375;S10002 SIBER HEGNER GIVENCHY
;10907376;10907376;S10012 SOLVAR
;10907377;10907377;S10014 SAMSONITE EUROPE
14046274;10907377;10907377;S10014 SAMSONITE EUROPE
;10907227;10907227;S10067 SHEAFFER
;10907588;10907588;S10073 ALTADIS
;10907426;10907426;S10089 SWEET TALK CONFECTION
;10907427;10907427;S10093 SWISHER INT LTD ARI
10903004;;;S10100 STOLWERCK FAIN CHOCOLATE
;10907228;10907228;S10103 STORCK INTERNATIONAL
13473946;10907228;10907228;S10103 STORCK INTERNATIONAL
;10907280;10907280;S10113 SENSUS
;10907428;10907428;S10116 ST.DUPONT
16223900;;;S10133                                                                                              
;10907281;10907281;S10133 SWAROVSKI JEWELLERY
10903005;10907281;10907281;S10133 SWAROVSKI JEWELLERY
14012059;18455689;18455689;S10134 SWAROVSKI WATCH
;10907282;10907282;S10137 SWATCH GROUP UK
;10907333;10907333;S10201 STAR CASE
;10907378;10907378;S10333 SCORPIO SKY EURO
;10907378;10907378;S10333 SCORPIO SKY EURO
11450576;;;S10333 SCORPIO TRAVEL RETAIL
10903005;;;S10444 SWAROVSKI DP JEW
13976024;;;S10445 SWAROWSKI DP FIGURINS
14012059;;;S10446 SWAROWSKI DP WATCH
16222994;45123641;45123641;S10500 ŒŒŒ —¿ — »√–”ÿ »
;10907471;10907471;S11001 SILHOUETTE INT
;10907471;10907471;S11001 SILHOUETTE INT
10903006;;;S11111 SILHOUETTE INTERNATIONAL
;10907283;10907283;S11223 SCORPIO SKY USD
10903007;;;S120000 ALMEIRA OOO
;10907334;10907334;S12345 SNIPE BRANDS
15964075;;;S13579 SAG TRADING LLC
14046274;;;S14444 SAMSONITE
;10907380;10907380;S15450 SPLVZ OOO
10903008;;;S20001 MAGARACH 000
13978109;;;S20002 SELDICO GIVENCHY
;10907335;10907335;S20030 SPI SPIRITS CYPRUS
13978110;;;S30003 SELDICO GUERLAIN
;22552919;22552919;S30030 STELLA MCCARTNEY PBI
;10912490;10912490;S33333 SOUNDLINE
14114614;10912490;10912490;S33333 SOUNDLINE
;32634464;32634464;S35353 JFM HELLO KITTY
13978111;;;S40004 SELDICO KENZO
15963513;;;S45678 SWISS SMILE
13978112;;;S50005 SELDICO DIOR
15968003;;;S54321 SISLEY
;28821048;28821048;S55666 SCORPIO PARFUME
;10907472;10907472;S57279 SOLATREX CITIZEN
;10907229;10907229;S59555 TECHSOYUZ SONY/KONICA USD
15116112;;;S60006 SELDICO FENDI
;43209096;43209096;S60017 SERGE LUTENS SHISEIDO
;45126434;;S60018 NARS SHISEIDO                                                                                
13473946;;;S65432 STORK TRAVEL RETAIL
16222987;;;S67891 SHAIKH ESTERK
;45124013;45124013;S67891 SHAIKH Esterk
;10907381;10907381;S70216 OMEGA WATCHES
;10907381;10907381;S70216 OMEGA WATCHES
;10907336;10907336;S84443 SWAROVSKI SKY
16222282;;;S88888 Seeberger
13672185;;;S88888 SKAGEN
16223030;;;S97531 »œ —¿ÃŒƒ”–Œ¬— »…
16223902;;;S99989                                                                                              
;10907473;10907473;S99989 SWAROVSKI SILVER CRYSTAL
13976024;10907473;10907473;S99989 SWAROVSKI SILVER CRYSTAL
;10907474;10907474;S99999 SKYSHOP PARF OLD
16222281;;;S99999 Stetson
;45120762;45120762;SB23333 SONYA BY
16147138;13720558;13720558;SC12345 SCORPIO TRAVEL RETAIL
16147138;;;SC12345 SCORPIO TRAVEL RETAIL(TOYS)
15357423;;;SC15151 SCHLEICH
;10907337;10907337;SCH123 EUGEN SCHOFER GMBH
15205850;;;SCORPIO DISTR GROUP
13978108;;;SELDICO GROUP
16222266;42567736;42567736;SF25836 SCUDERIA FERRARI
16223621;;;SG55510 SILLAGE INTERLUX 2
;45125273;45125273;SG55510 SILLAGE Interlux 2
16223050;;;SH33333_SCHCHARD&FRIESE
;45123389;45123389;SHISEID0
16223756;;;SHISEIDO GR                                                                                         
10902999;;;SHUAR OOO
;20248912;20248912;SI1234 SISLEY
;45125713;;SIA MONO                                                                                            
;42567128;42567128;SK55511 SKAGEN
;45125518;;SKW409 SKW (ŒŒŒ ›—. ≈….¬¿…+ )                                                                       
14114614;;;SL55530 SOUNDLINE
;30337724;30337724;SM12345 SWISS MILITARY - HANOWA
;45120761;45120761;SONYA RYKIEL
16223228;;;SONYA RYKIEL
11418709;;;SP12345 ¬€¡Œ– OOO
;45124442;45124442;SP88820 —“ŒÀ»◊Õ€≈ œŒ—“¿¬ » ŒŒŒ
16223343;;;SP88820 —“ŒÀ»◊Õ€≈ œŒ—“¿¬ » ŒŒŒ
16223343;45124442;45124442;SP88820 —“ŒÀ»◊Õ€≈ œŒ—“¿¬ » ŒŒŒ
15963513;25925276;25925276;SS00011 SWISS SMILE
;10907475;10907475;ST0000 STEP GROUP OOO
;10907476;10907476;ST12345 TAMBER SP
;10907476;10907476;ST12345 TAMBER SP
;43255349;43255349;ST65545 STROCHKOV IP
;45125650;;SUP671 AUTOGRAPH TRAVEL LIMITED                                                                     
16054718;;;SUPPLIERS 01 (LIQUORS / MINIATURES)
;25344343;25344343;SUPPLIERS 01 (LIQUORS)
;25344342;25344342;SUPPLIERS 02 (TOBACCO)
16150362;;;SUPPLIERS 02 (TOBACCO)
;25256699;25256699;SUPPLIERS 03 (PERFUMERY & COSMETICS)
16054609;;;SUPPLIERS 03 (PERFUMERY & COSMETICS)
;25344173;25344173;SUPPLIERS 04 (ELECTRONICS)
16054684;;;SUPPLIERS 04 (ELECTRONICS)
;25344339;25344339;SUPPLIERS 05 (FASHION / ACCESSORIES)
16054681;;;SUPPLIERS 05 (FASHION/ACCESSORIES)
;25344341;25344341;SUPPLIERS 06 (CONFECTIONARY)
16054682;;;SUPPLIERS 06 (CONFECTIONARY)
;25344076;25344076;SUPPLIERS 07 (JEWELLERY)
16054713;;;SUPPLIERS 07 (JEWELLERY)
;25344217;25344217;SUPPLIERS 08 (GLASS / CHINA)
16150363;;;SUPPLIERS 08 (GLASS / CHINA)
;25344328;25344328;SUPPLIERS 09 (SOUVENIRS / MUSIC / BOOK)
16054705;;;SUPPLIERS 09 (SOUVENIRS / MUSIC)
;25344340;25344340;SUPPLIERS 10 (DELICATESSEN)
16150364;;;SUPPLIERS 10 (DELICATESSEN)
;25344252;25344252;SUPPLIERS 11 (SUNGLASSES)
16150365;;;SUPPLIERS 11 (SUNGLASSES)
;25291147;25291147;SUPPLIERS 12 (WATCHES)
16054717;;;SUPPLIERS 12 (WATCHES)
16054683;;;SUPPLIERS 14 (TOYS / TRAVEL)
;25344254;25344254;SUPPLIERS 14 (TOYS)
;25344255;25344255;SUPPLIERS 16 (TRAVEL)
16150151;;;SUPPLIERS 17 (»–À¿Õƒ— »… ¡¿–)
16223766;;;SUPPLIERS 33 (TESTER)                                                                               
;25344253;25344253;SUPPLIERS 99 (IRISH BAR)
;25258383;25258383;SUPPLIERS OLD
;45120571;45120571;SVO1112 SHEREMETEVO PROCESSING OOO
16223504;;;SZ4444 —À¿¬¿ «¿…÷≈¬ À¿ ÿ≈–»
16223504;;;SZ4444 —À¿¬¿ «¿…÷≈¬ À¿ ÿ≈–»
10903009;;;T00001 “”–ÕŒ OOO
10903011;;;T00003 TRIANON-SERVICE
10903012;;;T00005 TOYDICO
10903013;;;T00010 Ã¿∆≈—“» -»Ãœ› — ŒŒŒ
;26043347;26043347;T01015 TOM FORD PRIVATE BLENDS E.Lauder
;28821448;28821448;T05555 TOCHKA OPORY+
;10907230;10907230;T10000 TASHIA
10903016;;;T10039 TISSOT DP
;10907231;10907231;T10044 THOMAS HINE COGNAC
;10907231;10907231;T10044 THOMAS HINE COGNAC
;10907232;10907232;T10045 TRAVEL RETAIL INNOVATIONS
15876813;;;T10045 TRAVEL RETAIL INNOVATIONS
15876813;10907232;10907232;T10045 TRAVEL RETAIL INNOVATIONS
;10923839;10923839;T10050 TOMS CONFECTIONERY
;10907233;10907233;T10067 DOLCE & GABBANA WATCH
;10907477;10907477;T10075 T&T CO
10913973;;;T11000 “–›Õƒ  ŒÀÀ› ÿÕ ŒŒŒ
15205852;;;T11115 TIME DESIGN
;10907429;10907429;T12345 TOMAS SABO SILVER
14113498;44550935;44550935;T12468 TALIKA
;10907478;10907478;T20010 TARGUS EUROPE LTD
14115684;;;T22299 TBN TIME(MOSCHINO)
;10922579;10922579;T23456 TUMI SKY
;10907430;10907430;T32759 TEXIER
;10907430;10907430;T32759 TEXIER
10903018;;;T33223 TEXIER DP EURO
15975543;;;T4512SK TOSCOW
14113498;;;T46789 TALIKA
;43562369;43562369;T54321 TOVARITCH
;10907382;10907382;T55545 PAUL & SHARK
;10907382;10907382;T55545 PAUL & SHARK
16064637;;;T55567 TIMELESS LUXERY PRODUCTS
16064637;26048125;26048125;T55567 TIMELESS LUXERY PRODUCTS
;43255373;43255373;T65545 TONUS ŒŒŒ
;43255373;43255373;T65545 TONUS ŒŒŒ
;42522400;42522400;T66633 TUMI
11305401;;;T7000025 “Œ–√—≈–¬»— ’’I ¬≈  OOO
14832865;;;T76543 TINTAMAR
15082379;;;T77715 “Ã’‘ √–”œœ
;10907234;10907234;T78999 TROIKA
;10907235;10907235;T81379 TISSOT WATCHES
;10907235;10907235;T81379 TISSOT WATCHES
;22606740;22606740;T87654 TMXF OOO
;45126036;;T88865 ŒŒŒ “ƒ ÷¿–— »… Œ—≈“–                                                                         
16222223;;;T98765  –≈ÃÀ≈¬— »… “ƒ
16222223;;;T98765  –≈ÃÀ≈¬— »… “ƒ
;10907383;10907383;T99993 TSANIKIDIS NIDDASTRASSE
15946228;;;TA11511 TBN TIME(AEROWATCH)
;10907236;10907236;TAG1234 TAG HEUER WATCHES
;10907236;10907236;TAG1234 TAG HEUER WATCHES
;12978513;12978513;TD1175+ SWK
;10907479;10907479;TD11757 SWK TD
;10907479;10907479;TD11757 SWK TD
16223767;;;TE33333 TESTERS                                                                                     
15946229;;;TG11511 TBN TIME(GALLIANO)
;42567748;42567748;TH76543 T.HILFIGER WATCHES
15946230;;;TJ11511 TBN TIME(JOHN GALLIANO)
16223333;;;TK11511 TBN Kenneth Cole
15949607;42523062;42523062;TM1111 TIME & MORE E.K
15949607;;;TM1111 TIME&MORE E.K.
15880368;26195164;26195164;TM77717 TECHNOMARINE
15880368;;;TM77717 TECHOMARINE
;36154933;36154933;TMXF GR
;10923967;10923967;TR12345 TRAVELTELECOM
15946227;;;TS11511 TBN TIME(SEIKO)
10903019;;;U00001 œŒƒ¿–Œ◊Õ€… “≈ —“»À‹
11116675;;;U00002 ﬁÕ»“Œ…—-Ã OOO
;45123208;45123208;U00388 ŒŒŒ ‘»–Ã¿ ”Õ»“–ŒÕ
16223410;;;U00388 ŒŒŒ ‘»–Ã¿ ”Õ»“–ŒÕ
16223410;45123208;45123208;U00388 ŒŒŒ ‘ËÏ‡ ”ÌËÚÓÌ
10903020;;;U10000 URVEST OOO
13070299;;;U10022 ŒŒŒ ”–≈Õ’ŒÀ‹“
13070299;;;U10022 ”–≈Õ’ŒÀ‹“ ŒŒŒ                                                                                
;11352618;11352618;U11111 UNITOYS OOO
;15105661;15105661;U12222 U.TOYS
;10907338;10907338;U14222 DIAGEO UDV+BAILEYS
;10907338;10907338;U14222 DIAGEO UDV+BAILEYS
11027029;;;U20000 ﬁ¬≈À»–“Œ–√ OOO
;21961992;21961992;U22211 URENHOLT OOO
;30392527;30392527;U55555 UNIT
;10907179;10907179;U86366 UNDERBERG
;10907179;10907179;U86366 UNDERBERG
12067708;;;U99999 U-TOYS
15924874;;;UM12338 OOO UNITOYS MSK
15924874;39829949;39829949;UM12338 UNITOYS MSK OOO
12609408;;;V0000004 ¬»Õ› —»Ã ŒŒŒ
;10907180;10907180;V000003 LEIXLIP
10903021;;;V00001 VAGR OOO
;15452243;15452243;V00112_ IMMAGINE S.R.L (VERSACE)
;45125186;45125186;V00123 ¬ÓÎ„ÓÂ˜ÂÌÒÍ˚·ıÓÁ
16064640;;;V00137 OKKI ¬» “Œ–»ﬂ
16064640;43747035;43747035;V00137 ¬» “Œ–»ﬂ ŒŒŒ
10903024;;;V01000 VK OOO
;10907482;10907482;V10003 OCEAN+ TD
;10923867;10923867;V10013 VAN DYCK BELGIAN CHOC
;10907181;10907181;V10021 VICTORINOX
;10907284;10907284;V10046 VEUVE CLIQUOT PONSARDIN
;10907540;10907540;V11011 VAN GILS
;10907483;10907483;V11111 VREMENA GODA
;14051117;14051117;V11112 VERSACE ESCALE HOLDING LTD
;10907182;10907182;V12002 VEL OOO
16223765;;;V12220 VAN CLEEF                                                                                    
16037549;;;V12345 ŒŒŒ “œ  ´¬»ÀŒÕª
16037549;;;V12345 “œ  ¬»ÀŒÕ ŒŒŒ                                                                                
16064644;;;V20032 VERSACE
16064644;19229424;19229424;V20032 VERSACE Euroitalia
14008191;;;V32100 VERSACE - ≈ƒ»Õ¿ﬂ ≈¬–Œœ¿
;18399637;18399637;V33311 VASCO INT SARL
;10907339;10907339;V33344 ITALCOM
16064642;;;V37000 ¬¿ÿ≈–ŒÕ “Ó„Ó‚˚È ‡Î¸ˇÌÒ ŒŒŒ
16223643;;;V50170 ¬¿À≈Õ—»ﬂ › —œ–≈—— ŒŒŒ                                                                        
16223643;;;V50170 ŒŒŒ ¬¿À≈Õ—»ﬂ › —œ–≈——
16223643;;;V50170 ŒŒŒ ¬‡ÎÂÌÒËˇ ›ÍÒÔÂÒÒ
16222233;28935154;28935154;V50909 VALENTINO Puig
14344790;;;V54321 VALENTINO - ≈ƒ»Õ¿ﬂ ≈¬–Œœ¿
;29007930;29007930;V55331 VERBILKI PORCELAIN WORKS
15953951;;;V55545 ¬≈Õ— »… › —œ–≈——  ¿‘≈
;19139930;19139930;V58888 VINEXIM OOO
16222233;;;V75432 VALENTINO PUIG
;22445833;22445833;V777771 VISTTORG OOO
;31862360;31862360;V87654+ VESTA TRADE
;45125641;;V88514 VILEBREQUIN                                                                                  
16143158;;;VE2333 VERSUS
16143158;42578065;42578065;VE2333 VERSUS
11688590;;;VH10001 ¬’ »ÃœŒ–“  ¿Ãœ¿Õ»
10903026;;;W00111 WHITE HALL
;10907541;10907541;W00111 WHITE HALL CENTER
10903026;10907541;10907541;W00111 WHITE HALL CENTER
;10924101;10924101;W10011 WILLIAM LUSTY LTD
;10907542;10907542;W10017 WBDF_IRISH DISTILLERS
;10923832;10923832;W10018 WBDF_CHIVAS BROTHERS LTD
;10923877;10923877;W10019 WBDF_HIBBERTS_WINE_OLD
;10923838;10923838;W10020 WBDF_MARTELL_HIBBERTS_OLD
;10923827;10923827;W10021 WBDF_HIBBERTS
;16896563;16896563;W10022 WBDF_ABSOLUT_HIBBERTS_OLD
;10923889;10923889;W10031 WALKERS SHORTBREAD
;10907543;10907543;W10038 WORLDBEST CIGARS
;10907384;10907384;W10040 HENRY WINTERMAN SIGAR
;40289496;40289496;W10810 WOODYSCOVERY OU
14867976;;;W22222 WHTEHOUSE LEISURE LLP
;10907544;10907544;W30750 WATERFORD GLASS LTD
;45125876;;W41150 WHITEFIELD INVEST LTD                                                                        
14029982;;;W54321 ¬≈À ŒÃ
;45122135;45122135;W55555 WOLFORD
;10907431;;W59120 BEAM SUNTORY                                                                                 
;10907431;10907431;W59120 JIM BEAM BRANDS
;45125374;45125374;W77777 WEITNAUER DISTRIBUTION LTD
;26195404;26195404;W87655 PHILLIP MORRIS DISTRIBUTION LTD
;26195404;26195404;W87655 WEITNAUER DISTRIBUTION LTD
14029982;25926264;25926264;W98765 WELCOME+
15407861;;;WA55555 WATERMAN
;45125712;;WEITNAUER DISTR.                                                                                    
;45125906;;WHITEFIELD INVEST LTD                                                                               
14136269;42576177;42576177;WWF123 WWF
14136269;;;WWF1234 WWF
;10907340;10907340;Y10009 MAJORICA SKY
16223579;;;Y10010 CALVIN KLEIN
;10907285;10907285;Y10010 CALVIN KLEIN UNILEVER Coty
;10907432;10907432;Y10013 IBB 10907432
;10923870;10923870;Y10018 REAKAM INC
;10907239;10907239;Y10023 VALENTINO P&G
11728831;;;Y12300 YSL BEAUTY
11446617;;;Y12345 ﬂÕ“¿–Õ¿ﬂ √–Œ«ƒ‹ ŒŒŒ
;25979735;25979735;Y55511 YEREVAN BRANDY COMPANY
15192911;10907545;10907545;Y66648 YSL PBI
;10907433;10907433;Y66649 YSL SKY
;36919342;36919342;YEREVAN BRANDY COMPANY
11421651;;;Z0000234 —Õ— «≈À≈ÕŒ√–¿ƒ
16223759;;;Z40040 ZEGNA                                                                                        
;22552917;22552917;Z40040 ZEGNA E.Lauder
;10907484;10907484;ZD12345 ZENITH WATCHES
;10907484;10907484;ZD12345 ZENITH WATCHES
10971588;;;¿›–ŒÃ¿–
10971588;;;¿›–ŒÃ¿–
16164141;;;¡»¡» ŒÃ
16222764;;;¬» “Œ–»ﬂ
;41947844;41947844;¬»“¿-¬ «¿Œ
14008008;;;≈ƒ»Õ¿ﬂ ≈¬–Œœ¿ ’ŒÀƒ»Õ√
;36919163;36919163;«¿Œ ¿›–Œ‘≈–—“
15598539;;;«¿Œ ¿›–Œ‘≈–—“
15598539;36919163;36919163;«¿Œ ¿›–Œ‘≈–—“
;10902799;10902799;»«À»ÿ »
;44513336;44513336;»À‹»Õ¿
;27089534;27089534; ŒÕ—»√Õ¿÷»ﬂ
14120281;;; ŒÕ—»√Õ¿÷»ﬂ
;45120951;45120951; Œ–Õ≈–€
16222277;;;À≈ ŒÕ“
14125565;;;Ã16789 ŒŒŒ Ãﬂ√ »… Ã»–
;45125193;45125193;Ã»Õ»”Ã
;45124631;45124631;Œ¡—»ƒ»¿Õ“
16223551;;;Œ¡—»ƒ»¿Õ“
16223892;45126149;;ŒŒŒ ¿√–» ŒÀ‹ —»“»                                                                                   
;45126654;;ŒŒŒ ¿–“—œŒ“                                                                                         
;45125408;45125408;ŒŒŒ À¿ ÿ≈–» ¬Œ–Àƒ
16223661;;;ŒŒŒ À¿ ÿ≈–» ¬Œ–Àƒ
;45125000;45125000;œ–Œ»«¬Œƒ»“≈À‹
16223952;;;–»◊                                                                                                 
15233557;;;–»ÿ›—
;29784619;29784619;–Œ——»…— »≈ œŒ—“¿¬Ÿ» »
;45124258;45124258;—00395 ŒŒŒ —-“–≈…ƒ
16223236;;;—00395 ŒŒŒ —-“–≈…ƒ
16223236;45124258;45124258;—00395 ŒŒŒ —-“ÂÈ‰
15922984;;;—12345 ŒŒŒ ‘»–Ã¿ —“¿Õ¡≈¬
15922984;;;—12345 ŒŒŒ ‘»–Ã¿ —“¿Õ¡≈¬
15922984;;;—12345 ‘»–Ã¿ —“¿Õ¡≈¬ ŒŒŒ                                                                            
13527375;;;—33311 COFFEE BREND DISTRIBUTION
16222284;45121166;45121166;—76123 CLOUDZ TRAVEL ACCESSORIES
16222628;;;—œ≈÷. ŒÕ—»√Õ¿÷»ﬂ
15660793;;;—“¿–€≈ œŒ—“¿¬Ÿ» »
15946226;;;“¡Õ “¿…Ã - ƒ»—“–»¡”÷»ﬂ
15115887;;;“Ã’‘
9662694;;;”ƒ¿À≈ÕÕ€… Œ‘»—
;21453536;21453536;›—“≈– œ¿–‘ﬁÃ
