GLOSSARY_ID_DF;SWS_DF;GLOSSARY_ID_DP;SWS_DP;NAV_CODE;NAV_NAME
45122646;MARGAUX                        ;;MARGAUX                        ;;MARGAUX                        
45123767;MARKA                          ;;MARKA                          ;;MARKA                          
45122203;MARLBORO                       ;;MARLBORO                       ;MARLBORO          ;MARLBORO                       
45122651;MARQUES DE IRUN                ;;MARQUES DE IRUN                ;B01114            ;MARQUES DE IRUN                
45122249;MARQUES DE VILLAMAGNA          ;;MARQUES DE VILLAMAGNA          ;;MARQUES DE VILLAMAGNA          
45122638;MARQUIS DU LUS                 ;;MARQUIS DU LUS                 ;;MARQUIS DU LUS                 
45122388;MARS                           ;16223154;MARS                           ;MARS              ;MARS                           
45122176;MARTELL                        ;16223216;MARTELL                        ;MARTELL           ;MARTELL                        
45122214;MARTINI                        ;16223077;MARTINI                        ;MARTINI           ;MARTINI                        
45122579;MASQUE                         ;16222744;MASQUE                         ;MASQUE            ;MASQUE                         
45122949;MATRIOSHKA                     ;16223112;MATRIOSHKA                     ;MATRIOSHKA        ;MATRIOSHKA                     
45122421;MATTEL                         ;16222791;MATTEL                         ;MATTEL            ;MATTEL                         
45122585;MAUI TOYS                      ;;MAUI TOYS                      ;;MAUI TOYS                      
45124490;MAUI_JIM                       ;16223171;MAUI_JIM                       ;MAUI_JIM          ;MAUI_JIM                       
;MAX FACTOR                     ;16223726;MAX FACTOR                     ;;MAX FACTOR                     
45123728;MAXI TOYS                      ;16223009;MAXI TOYS                      ;MAXI TOYS         ;MAXI TOYS                      
45125163;MAXXIUM                        ;;MAXXIUM                        ;;MAXXIUM                        
45124492;MBLANC                         ;;MBLANC                         ;MBLANC            ;MBLANC                         
45126365;MECCANO                        ;16223928;MECCANO                        ;;MECCANO                        
45124026;MEDIA PRESS                    ;16223110;MEDIA PRESS                    ;MEDIA PRESS       ;MEDIA PRESS                    
45122472;MEGA BLOKS                     ;16222977;MEGA BLOKS                     ;MEGA BLOKS        ;MEGA BLOKS                     
45123619;MEIRAT T                       ;;MEIRAT T                       ;MEIRAT T          ;MEIRAT T                       
45122445;MEMO                           ;16222646;MEMO                           ;MEMO              ;MEMO                           
;MENDITTOROSA                   ;16223916;MENDITTOROSA                   ;;MENDITTOROSA                   
45122258;MERCI                          ;16223176;MERCI                          ;MERCI             ;MERCI                          
45122177;METAXA                         ;;METAXA                         ;METAXA            ;METAXA                         
45122235;MEUKOW                         ;;MEUKOW                         ;MEUKOW            ;MEUKOW                         
45122519;MEVIUS                         ;;MEVIUS                         ;MEVIUS            ;MEVIUS                         
45125006;MGAE                           ;16223273;MGAE                           ;MGAE              ;MGAE                           
45126176;MICALLEF                       ;;MICALLEF                       ;;MICALLEF                       
45122211;MILD SEVEN                     ;;MILD SEVEN                     ;MILD_SEVEN        ;MILD SEVEN                     
45122210;MILKA                          ;;MILKA                          ;MILKA             ;MILKA                          
45125584;MILKA - 189                    ;;MILKA - 189                    ;;MILKA - 189                    
45126154;MILKY WAY                      ;;MILKY WAY                      ;MILKY WAY         ;MILKY WAY                      
;MIMMINA FLOWER                 ;16223568;MIMMINA FLOWER                 ;                  ;MIMMINA FLOWER                 
45122858;MINTTU                         ;;MINTTU                         ;MINTTU            ;MINTTU                         
45122333;MIRABELL                       ;16223144;MIRABELL                       ;MIRABELL          ;MIRABELL                       
;MISAKI                         ;16223159;MISAKI                         ;;MISAKI                         
45122821;MISSONI                        ;;MISSONI                        ;;MISSONI                        
45124323;MIWORLD                        ;16223261;MIWORLD                        ;;MIWORLD                        
45122398;MJ                             ;16222712;MJ                             ;;MJ                             
45124849;MOET_CH                        ;16223253;MOET_CH                        ;MOET_CH           ;MOET_CH                        
45122416;MOLINARI                       ;;MOLINARI                       ;MOLINARY          ;MOLINARI                       
45124252;MOMAX                          ;16223338;MOMAX                          ;MOMAX             ;MOMAX                          
45122775;MOMODESIGN                     ;;MOMODESIGN                     ;;MOMODESIGN                     
45123176;MONDO                          ;16222658;MONDO                          ;;MONDO                          
45122385;MONDORO                        ;;MONDORO                        ;MONDORO           ;MONDORO                        
45122888;MONKEY SHOULDER                ;;MONKEY SHOULDER                ;;MONKEY SHOULDER                
45126211;MONNALISA                      ;;MONNALISA                      ;;MONNALISA                      
45122852;MONSTER                        ;;MONSTER                        ;;MONSTER                        
;MONSUNO                        ;16223294;MONSUNO                        ;;MONSUNO                        
45122442;MONTALE                        ;16222731;MONTALE                        ;MONTALE           ;MONTALE                        
45126367;MONTBLANC                      ;;MONTBLANC                      ;;MONTBLANC                      
45122232;MONTECRISTO                    ;;MONTECRISTO                    ;MONTECR           ;MONTECRISTO                    
45122822;MONTROUGE                      ;;MONTROUGE                      ;;MONTROUGE                      
45122542;MOOSE                          ;16222978;MOOSE                          ;MOOSE;MOOSE                          
45124855;MORGAN&OATES                   ;16223061;MORGAN&OATES                   ;B01433            ;MORGAN&OATES                   
45125551;MORTLACH                       ;;MORTLACH                       ;MORTLACH          ;MORTLACH                       
45122337;MOSCHINO                       ;16222625;MOSCHINO                       ;MOSCHINO          ;MOSCHINO                       
45122710;MOSKOVSKAYA                    ;;MOSKOVSKAYA                    ;MOSKOVSKAYA       ;MOSKOVSKAYA                    
45122706;MOSKOVSKYI BRANDY              ;;MOSKOVSKYI BRANDY              ;MOSKOVSKYI BRANDY ;MOSKOVSKYI BRANDY              
45124477;MOTORMAX                       ;16223351;MOTORMAX                       ;MOTORMAX          ;MOTORMAX                       
45122404;MOULIN DE PAUMIRAC             ;;MOULIN DE PAUMIRAC             ;MOULIN DE PAUMIRAC;MOULIN DE PAUMIRAC             
45122884;MOUNT GAY                      ;;MOUNT GAY                      ;B01135            ;MOUNT GAY                      
45124074;MOUTAI                         ;;MOUTAI                         ;MOUTAI            ;MOUTAI                         
45123530;MOXIE                          ;16223269;MOXIE                          ;MOXIE             ;MOXIE                          
45125155;MOZART                         ;;MOZART                         ;B01136;MOZART                         
45124049;MS                             ;;MS                             ;;MS                             
45123694;MSTERA                         ;;MSTERA                         ;;MSTERA                         
45123071;MUGLER                         ;;MUGLER                         ;;MUGLER                         
45124408;MULTI-PULTI                    ;16223336;MULTI-PULTI                    ;MULTI-PULTI       ;MULTI-PULTI                    
45122215;MUMM                           ;;MUMM                           ;MUMM              ;MUMM                           
45123849;N_RICCI                        ;16222745;N_RICCI                        ;N_RICCI           ;N_RICCI                        
45122862;NANO SPEED                     ;16223306;NANO SPEED                     ;NANO SPEED        ;NANO SPEED                     
45124877;NANODOTS                       ;16223023;NANODOTS                       ;;NANODOTS                       
45122830;NAPKIN                         ;;NAPKIN                         ;;NAPKIN                         
45126432;NARS                           ;;NARS                           ;;NARS                           
;NARVIN                         ;16223630;NARVIN                         ;;NARVIN                         
45125508;NEDERBURG                      ;;NEDERBURG                      ;NEDERBURG         ;NEDERBURG                      
45122597;NEMIROFF                       ;;NEMIROFF                       ;;NEMIROFF                       
45122188;NESTEA                         ;16223091;NESTEA                         ;NESTEA            ;NESTEA                         
45122283;NESTLE                         ;;NESTLE                         ;NESTLE            ;NESTLE                         
45125588;NESTLE SWISS                   ;;NESTLE SWISS                   ;;NESTLE SWISS                   
45122791;NICI                           ;16222974;NICI                           ;NICI              ;NICI                           
45123531;NO BRAND                       ;16222761;NO BRAND                       ;NO BRAND          ;NO BRAND                       
45124671;NORMANDY                       ;;NORMANDY                       ;NORMANDY          ;NORMANDY                       
45123620;NOUVELLE BAGUE                 ;;NOUVELLE BAGUE                 ;NOUVELLE BAGUE    ;NOUVELLE BAGUE                 
45124041;NOVII SVET                     ;;NOVII SVET                     ;;NOVII SVET                     
45122358;NRODRIGUES                     ;16222991;NRODRIGUES                     ;;NRODRIGUES                     
45122669;NUITS-SAINT-GEORGES            ;;NUITS-SAINT-GEORGES            ;                  ;NUITS-SAINT-GEORGES            
45122429;NUTELLA                        ;;NUTELLA                        ;NUTELLA           ;NUTELLA                        
45122902;NUVO                           ;;NUVO                           ;;NUVO                           
45122700;O'NEILL                        ;;O'NEILL                        ;;O'NEILL                        
45122424;OAKLEY                         ;;OAKLEY                         ;OAKLEY            ;OAKLEY                         
45124234;ODOYO                          ;16223494;ODOYO                          ;ODOYO             ;ODOYO                          
45122444;OKKI                           ;16222686;OKKI                           ;OKKI              ;OKKI                           
45122219;OLMECA                         ;16223087;OLMECA                         ;OLMECA            ;OLMECA                         
45122321;OMEGA                          ;;OMEGA                          ;;OMEGA                          
45122750;OMSA                           ;16223430;OMSA                           ;;OMSA                           
45125878;OMSKVINPROM                    ;;OMSKVINPROM                    ;B01507            ;OMSKVINPROM                    
45122890;OPI                            ;;OPI                            ;OPI               ;OPI                            
45122846;ORBIT                          ;16223215;ORBIT                          ;ORBIT             ;ORBIT                          
45125469;OREO                           ;;OREO                           ;OREO              ;OREO                           
45122851;ORI                            ;;ORI                            ;;ORI                            
45125286;ORO GOLD                       ;16223628;ORO GOLD                       ;;ORO GOLD                       
45122610;ORO VITCHENZA                  ;;ORO VITCHENZA                  ;;ORO VITCHENZA                  
45122184;OTARD                          ;;OTARD                          ;OTARD             ;OTARD                          
45124291;OVERSEAS                       ;;OVERSEAS                       ;OVERSEAS          ;OVERSEAS                       
45123491;P_RABANNE                      ;16222697;P_RABANNE                      ;P_RABANNE         ;P_RABANNE                      
45122529;PAL ZILERI                     ;;PAL ZILERI                     ;;PAL ZILERI                     
45122820;PAL ZILERI BEACHWEAR           ;;PAL ZILERI BEACHWEAR           ;                  ;PAL ZILERI BEACHWEAR           
45122554;PAL ZILERI CONCEPT             ;;PAL ZILERI CONCEPT             ;;PAL ZILERI CONCEPT             
45122581;PAL ZILERI LAB                 ;;PAL ZILERI LAB                 ;;PAL ZILERI LAB                 
45122533;PAL ZILERI PRINCIPE            ;;PAL ZILERI PRINCIPE            ;                  ;PAL ZILERI PRINCIPE            
45122582;PAL ZILERI SARTORIALE          ;;PAL ZILERI SARTORIALE          ;                  ;PAL ZILERI SARTORIALE          
45123648;PALEKH                         ;;PALEKH                         ;;PALEKH                         
45126077;PALLINI                        ;;PALLINI                        ;POLLINI           ;PALLINI                        
45122914;PANASONIC                      ;16223166;PANASONIC                      ;;PANASONIC                      
45122624;PAPE CLEMENT                   ;;PAPE CLEMENT                   ;;PAPE CLEMENT                   
45124890;PARIS HILTON                   ;;PARIS HILTON                   ;PARIS HILTON      ;PARIS HILTON                   
45122208;PARLIAMENT                     ;;PARLIAMENT                     ;PARLAMENT         ;PARLIAMENT                     
45122238;PARTAGAS                       ;;PARTAGAS                       ;;PARTAGAS                       
45125021;PASHMA                         ;16223055;PASHMA                         ;;PASHMA                         
45126117;PASSOA                         ;;PASSOA                         ;;PASSOA                         
45122365;PATRON                         ;;PATRON                         ;PATRON            ;PATRON                         
45126163;PAUILLAC                       ;;PAUILLAC                       ;PAUILLAC          ;PAUILLAC                       
45122492;PAUL&SHARK                     ;;PAUL&SHARK                     ;;PAUL&SHARK                     
45122788;PAVILLON DU GLANA              ;;PAVILLON DU GLANA              ;;PAVILLON DU GLANA              
45122244;PAVILLONS DE SAINT-ESTEPHE     ;;PAVILLONS DE SAINT-ESTEPHE     ;;PAVILLONS DE SAINT-ESTEPHE     
45125125;PAW PATROL                     ;16223537;PAW PATROL                     ;;PAW PATROL                     
45123519;PECCATO                        ;16222717;PECCATO                        ;;PECCATO                        
45123510;PEPSI                          ;;PEPSI                          ;PEPSI             ;PEPSI                          
45122406;PERE MAGLOIRE                  ;;PERE MAGLOIRE                  ;;PERE MAGLOIRE                  
45122909;PERNOD                         ;;PERNOD                         ;PERNOD            ;PERNOD                         
45123507;PERRIER                        ;16223479;PERRIER                        ;;PERRIER                        
45122528;PERRIER JOUET                  ;;PERRIER JOUET                  ;B01421            ;PERRIER JOUET                  
45125129;PERRIS MONTE CARLO             ;16223542;PERRIS MONTE CARLO             ;;PERRIS MONTE CARLO             
45122892;PERSOL                         ;;PERSOL                         ;PERSOL            ;PERSOL                         
45122793;PHILIPPE MATIGNON              ;16223431;PHILIPPE MATIGNON              ;                  ;PHILIPPE MATIGNON              
45122647;PHILIPS                        ;16223163;PHILIPS                        ;;PHILIPS                        
45122481;PHOTOFAST                      ;16223120;PHOTOFAST                      ;PHOTOFAST         ;PHOTOFAST                      
45122649;PIANEGONDA                     ;;PIANEGONDA                     ;;PIANEGONDA                     
45122682;PIATNIK                        ;16223020;PIATNIK                        ;PIATNIK           ;PIATNIK                        
45122228;PICASSO                        ;16222746;PICASSO                        ;;PICASSO                        
45122623;PICHON COMTESSE                ;;PICHON COMTESSE                ;;PICHON COMTESSE                
45122549;PIERRE BALMAIN                 ;;PIERRE BALMAIN                 ;B01172            ;PIERRE BALMAIN                 
45122893;PINKY                          ;;PINKY                          ;PINKY             ;PINKY                          
45122352;PINNACLE                       ;;PINNACLE                       ;PINNACLE          ;PINNACLE                       
45122668;PINOT NOIR                     ;;PINOT NOIR                     ;;PINOT NOIR                     
45122364;PIPER HEIDSIECK                ;;PIPER HEIDSIECK                ;PIPER_HEIDSIECK   ;PIPER HEIDSIECK                
45125965;PIQUADRO                       ;16223889;PIQUADRO                       ;PIQUADRO          ;PIQUADRO                       
45125760;PLUSH APPLE                    ;;PLUSH APPLE                    ;                  ;PLUSH APPLE                    
45122643;POLAR                          ;;POLAR                          ;B01176            ;POLAR                          
45122426;POLICE                         ;16223169;POLICE                         ;POLICE            ;POLICE                         
45123727;POLIGLOT                       ;16223191;POLIGLOT                       ;POLIGLOT          ;POLIGLOT                       
45122746;POLO                           ;16223147;POLO                           ;POLO              ;POLO                           
45122670;POMMARD                        ;;POMMARD                        ;;POMMARD                        
45122326;PONTAC LYN                     ;;PONTAC LYN                     ;;PONTAC LYN                     
45122658;PORTOLANO                      ;16223063;PORTOLANO                      ;;PORTOLANO                      
45124309;POWER RANGERS                  ;16223257;POWER RANGERS                  ;                  ;POWER RANGERS                  
45123723;PPM                            ;16223346;PPM                            ;;PPM                            
45122336;PRADA                          ;16222747;PRADA                          ;PRADA             ;PRADA                          
45122871;PRO ENGINE                     ;;PRO ENGINE                     ;;PRO ENGINE                     
45122794;PROTOS                         ;;PROTOS                         ;;PROTOS                         
45124054;PRUDENCE                       ;16222748;PRUDENCE                       ;PRUDENCE          ;PRUDENCE                       
45122397;PUCCI                          ;;PUCCI                          ;PUCCI             ;PUCCI                          
45124053;PUNCH                          ;;PUNCH                          ;;PUNCH                          
45122908;PUSTEFIX                       ;16223296;PUSTEFIX                       ;;PUSTEFIX                       
45122868;PYRAT                          ;;PYRAT                          ;PYRAT             ;PYRAT                          
45122635;PYRENE                         ;;PYRENE                         ;;PYRENE                         
45122384;QUALITY STREET                 ;;QUALITY STREET                 ;Q_STREET          ;QUALITY STREET                 
45122240;R1                             ;;R1                             ;R1                ;R1                             
45125052;R_MARTIN                       ;;R_MARTIN                       ;R_MARTIN          ;R_MARTIN                       
;RADLEY                         ;16223549;RADLEY                         ;;RADLEY                         
45122306;RADO                           ;;RADO                           ;;RADO                           
45126123;RAFFAELLO                      ;;RAFFAELLO                      ;;RAFFAELLO                      
45122747;RALPH                          ;16223148;RALPH                          ;RALPH             ;RALPH                          
45122578;RAMON MOLVIZAR                 ;16222750;RAMON MOLVIZAR                 ;RAMON MOLVIZAR    ;RAMON MOLVIZAR                 
45122455;RANCE                          ;16222715;RANCE                          ;RANCE             ;RANCE                          
45122841;RASTAR                         ;16223286;RASTAR                         ;RASTAR            ;RASTAR                         
45122621;RAUZAN-SEGLA                   ;;RAUZAN-SEGLA                   ;;RAUZAN-SEGLA                   
45124478;RAVENSBURGER                   ;;RAVENSBURGER                   ;;RAVENSBURGER                   
45122981;RAY_BAN                        ;16223172;RAY_BAN                        ;RAY_BAN           ;RAY_BAN                        
45124575;RAY_BAN_JUNIOR                 ;;RAY_BAN_JUNIOR                 ;RAY_BAN_JUNIOR    ;RAY_BAN_JUNIOR                 
45122262;RAYMOND WEIL                   ;;RAYMOND WEIL                   ;;RAYMOND WEIL                   
45122915;REALTOY                        ;16223017;REALTOY                        ;;REALTOY                        
45122727;REMINGTON                      ;;REMINGTON                      ;REMINGTON         ;REMINGTON                      
45122175;REMY MARTIN                    ;16223221;REMY MARTIN                    ;R_MARTIN          ;REMY MARTIN                    
45122903;REVELL                         ;;REVELL                         ;;REVELL                         
45122910;REWARD TOYS                    ;16223015;REWARD TOYS                    ;;REWARD TOYS                    
45123425;RICH                           ;16222687;RICH                           ;RICH              ;RICH                           
45124088;RIO                            ;16223028;RIO                            ;;RIO                            
45123835;RLAUREN                        ;16223069;RLAUREN                        ;RLAUREN;RLAUREN                        
45125190;ROADS                          ;;ROADS                          ;;ROADS                          
45124883;ROAMER                         ;;ROAMER                         ;;ROAMER                         
45123621;ROBERTO BRAVO                  ;;ROBERTO BRAVO                  ;ROBERTO BRAVO     ;ROBERTO BRAVO                  
45122807;ROBIN RUTH                     ;;ROBIN RUTH                     ;ROBIN RUTH        ;ROBIN RUTH                     
45122242;ROMEO Y JULIETA                ;;ROMEO Y JULIETA                ;;ROMEO Y JULIETA                
45122487;ROSE_CO                        ;16222751;ROSE_CO                        ;ROSE_CO           ;ROSE_CO                        
45124887;ROTARY                         ;;ROTARY                         ;;ROTARY                         
45122206;ROTHMANS                       ;;ROTHMANS                       ;ROTHM             ;ROTHMANS                       
45122218;ROYAL SALUTE                   ;;ROYAL SALUTE                   ;;ROYAL SALUTE                   
45124537;RS_GOLD                        ;;RS_GOLD                        ;;RS_GOLD                        
45122330;RS_IMPERIA                     ;;RS_IMPERIA                     ;;RS_IMPERIA                     
45124075;RS_PLAT                        ;;RS_PLAT                        ;;RS_PLAT                        
45122484;RUGGEAR                        ;16223121;RUGGEAR                        ;RUGGEAR           ;RUGGEAR                        
45124058;RUINART                        ;;RUINART                        ;RUINART           ;RUINART                        
45122362;RUSS                           ;;RUSS                           ;RUSS_B            ;RUSS                           
45124546;S_FERRAGAMO                    ;16222721;S_FERRAGAMO                    ;;S_FERRAGAMO                    
45122462;SAIMAA                         ;;SAIMAA                         ;SAIMAA            ;SAIMAA                         
;SALVADORD                      ;16223074;SALVADORD                      ;SALVADORD         ;SALVADORD                      
45122634;SAMORENS                       ;;SAMORENS                       ;;SAMORENS                       
45122292;SAMSONITE                      ;16222841;SAMSONITE                      ;SAMSONITE         ;SAMSONITE                      
45122213;SANDEMAN                       ;;SANDEMAN                       ;SANDEMAN          ;SANDEMAN                       
45122745;SANTIAGO DE CUBA               ;;SANTIAGO DE CUBA               ;B01220            ;SANTIAGO DE CUBA               
45124583;SAS MAISON DE LA VODKA         ;;SAS MAISON DE LA VODKA         ;;SAS MAISON DE LA VODKA         
45122296;SAUZA                          ;;SAUZA                          ;SAUZA             ;SAUZA                          
45124118;SAVVI                          ;16223049;SAVVI                          ;B01464            ;SAVVI                          
45124036;SCANNON/GUCCI                  ;;SCANNON/GUCCI                  ;                  ;SCANNON/GUCCI                  
;SCHCHARD&FRIESE                ;16223051;SCHCHARD&FRIESE                ;SCHCHARD&FRIESE   ;SCHCHARD&FRIESE                
45123511;SCHWEPPES                      ;16223095;SCHWEPPES                      ;SCHWEPPES         ;SCHWEPPES                      
45122516;SCUDFERRARI                    ;16223178;SCUDFERRARI                    ;SCUDFERRARI       ;SCUDFERRARI                    
;SEEBERGER                      ;16223064;SEEBERGER                      ;SEEBERGER         ;SEEBERGER                      
45124885;SEIKO                          ;16223187;SEIKO                          ;B01223            ;SEIKO                          
45126258;SELFIE MEDIA                   ;16223908;SELFIE MEDIA                   ;                  ;SELFIE MEDIA                   
45123420;SEMENOVO                       ;;SEMENOVO                       ;B01439            ;SEMENOVO                       
;SEMENOVO                       ;16223712;SEMENOVO                       ;B01439            ;SEMENOVO                       
45122332;SENNHEISER                     ;16223180;SENNHEISER                     ;SENNHEISER        ;SENNHEISER                     
45122435;SERGE LUTENS                   ;;SERGE LUTENS                   ;SERGE LUTENS      ;SERGE LUTENS                   
45122486;SEVIGNE                        ;16222642;SEVIGNE                        ;;SEVIGNE                        
45123724;SHAMROCK GIFT                  ;16222843;SHAMROCK GIFT                  ;SHAMROCK GIFT     ;SHAMROCK GIFT                  
45122243;SHERIDANS                      ;;SHERIDANS                      ;SHERIDANS         ;SHERIDANS                      
45122873;SHINER TOYS                    ;;SHINER TOYS                    ;;SHINER TOYS                    
45122340;SHISEIDO                       ;;SHISEIDO                       ;SHISEIDO          ;SHISEIDO                       
45125347;SHISEIDO                       ;16223583;SHISEIDO                       ;SHISEIDO          ;SHISEIDO                       
45122881;SHUI JING FANG                 ;;SHUI JING FANG                 ;                  ;SHUI JING FANG                 
45122704;SIKU                           ;;SIKU                           ;;SIKU                           
45122433;SILHOUETTE                     ;;SILHOUETTE                     ;SILHOUETTE        ;SILHOUETTE                     
45124060;SILKCUT                        ;;SILKCUT                        ;;SILKCUT                        
45122476;SILLAGE                        ;16222695;SILLAGE                        ;SILLAGE           ;SILLAGE                        
45124090;SIMA-LAND                      ;;SIMA-LAND                      ;;SIMA-LAND                      
45122885;SIMBA                          ;16223305;SIMBA                          ;;SIMBA                          
45122587;SINGLETON                      ;;SINGLETON                      ;SINGLETON         ;SINGLETON                      
45122604;SISI                           ;16223434;SISI                           ;;SISI                           
45122402;SISLEY                         ;16222692;SISLEY                         ;SISLEY            ;SISLEY                         
45122431;SKAGEN                         ;;SKAGEN                         ;SKAGEN            ;SKAGEN                         
45122329;SKITTLES                       ;16223155;SKITTLES                       ;SKITTLES          ;SKITTLES                       
45122349;SKROSS                         ;;SKROSS                         ;SKROSS            ;SKROSS                         
45122913;SKULLCANDY                     ;16223342;SKULLCANDY                     ;SKULLCANDY        ;SKULLCANDY                     
;SLAVA ZAITSEV LUXURY           ;16223505;SLAVA ZAITSEV LUXURY           ;SLAVA ZAITSEV LUXURY;SLAVA ZAITSEV LUXURY           
45122878;SMART KID                      ;16223310;SMART KID                      ;;SMART KID                      
45122311;SMARTIES                       ;;SMARTIES                       ;SMARTIES          ;SMARTIES                       
45122148;SMIRNOFF                       ;;SMIRNOFF                       ;SMIRNOFF          ;SMIRNOFF                       
45122855;SMOKEHEAD                      ;;SMOKEHEAD                      ;;SMOKEHEAD                      
45124238;SMS AUDIO                      ;;SMS AUDIO                      ;SMS AUDIO         ;SMS AUDIO                      
45122389;SNICKERS                       ;16223157;SNICKERS                       ;SNICKERS          ;SNICKERS                       
45122363;SOBRANIE                       ;;SOBRANIE                       ;SOBRANIE          ;SOBRANIE                       
45123729;SOCHI.RU 2014                  ;16223008;SOCHI.RU 2014                  ;SOCHI.RU 2014     ;SOCHI.RU 2014                  
45125761;SONATA                         ;;SONATA                         ;;SONATA                         
45123110;SONIA BYE                      ;16223234;SONIA BYE                      ;;SONIA BYE                      
45122420;SONIA RYKIEL                   ;16223235;SONIA RYKIEL                   ;S_RYKIEL          ;SONIA RYKIEL                   
45123395;SONY                           ;16223341;SONY                           ;SONY              ;SONY                           
45125189;SOOUD                          ;;SOOUD                          ;;SOOUD                          
45124862;SOSOMA                         ;16223132;SOSOMA                         ;;SOSOMA                         
45126174;SOSPIRO                        ;;SOSPIRO                        ;;SOSPIRO                        
45123137;SOUVENIRS                      ;16223104;SOUVENIRS                      ;SOUVENIRS         ;SOUVENIRS                      
45122708;SOVETSKOE                      ;;SOVETSKOE                      ;SOVETSKOE         ;SOVETSKOE                      
45124059;SPASSKAYA TOWER                ;;SPASSKAYA TOWER                ;;SPASSKAYA TOWER                
45123527;SPIN MASTER                    ;16223019;SPIN MASTER                    ;SPIN MASTER       ;SPIN MASTER                    
45123661;SPINMASTER (SPY GEAR)          ;;SPINMASTER (SPY GEAR)          ;;SPINMASTER (SPY GEAR)          
45122225;SPRITE                         ;16223093;SPRITE                         ;SPRITE            ;SPRITE                         
45123888;SQUARE                         ;;SQUARE                         ;;SQUARE                         
45122673;ST.REMY                        ;;ST.REMY                        ;                  ;ST.REMY                        
45123350;ST_EXPR                        ;;ST_EXPR                        ;;ST_EXPR                        
45122155;STAR TIME                      ;;STAR TIME                      ;;STAR TIME                      
45122972;STATUS GROUP                   ;;STATUS GROUP                   ;B01446            ;STATUS GROUP                   
;STETSON                        ;16223065;STETSON                        ;STETSON           ;STETSON                        
45122259;STORCK                         ;16223177;STORCK                         ;;STORCK                         
45123867;STROCHKOV                      ;;STROCHKOV                      ;;STROCHKOV                      
45125521;STUFF                          ;16223730;STUFF                          ;STUFF             ;STUFF                          
45125249;SUDIO                          ;16223613;SUDIO                          ;SUDIO             ;SUDIO                          
45124368;SUNJADE                        ;;SUNJADE                        ;;SUNJADE                        
45122734;SVEDKA                         ;;SVEDKA                         ;;SVEDKA                         
45122181;SWAROVSKI                      ;16222772;SWAROVSKI                      ;SWAROVSKI         ;SWAROVSKI                      
45122477;SWISS MILITARY                 ;16223168;SWISS MILITARY                 ;SWISS MILITARY    ;SWISS MILITARY                 
45122491;SWISS SMILE                    ;16222754;SWISS SMILE                    ;;SWISS SMILE                    
45122366;SWISS TRAVEL PRODUCTS          ;;SWISS TRAVEL PRODUCTS          ;;SWISS TRAVEL PRODUCTS          
45122513;SYLVANIAN FAMILIES             ;16223240;SYLVANIAN FAMILIES             ;;SYLVANIAN FAMILIES             
45123868;T_SABO                         ;;T_SABO                         ;;T_SABO                         
45122689;TACTIC                         ;16222979;TACTIC                         ;TACTIC            ;TACTIC                         
45125033;TAF TOYS                       ;16223275;TAF TOYS                       ;TAF TOYS          ;TAF TOYS                       
45122310;TAG HEUER                      ;;TAG HEUER                      ;T_HEUER           ;TAG HEUER                      
45122489;TALIKA                         ;16222755;TALIKA                         ;;TALIKA                         
45122324;TALISKER                       ;;TALISKER                       ;TALISKER          ;TALISKER                       
45122500;TAMBER                         ;;TAMBER                         ;B01249            ;TAMBER                         
45123258;TARELKI                        ;16223109;TARELKI                        ;TARELKI           ;TARELKI                        
45122167;TEACHER'S                      ;;TEACHER'S                      ;TEACHERS          ;TEACHER'S                      
45122907;TECH 4 KIDS                    ;16223412;TECH 4 KIDS                    ;;TECH 4 KIDS                    
45122709;TECHNOMARINE                   ;16223185;TECHNOMARINE                   ;;TECHNOMARINE                   
45126078;TEELING                        ;;TEELING                        ;;TEELING                        
45122674;TERRANOBLE                     ;;TERRANOBLE                     ;B01252            ;TERRANOBLE                     
45122844;TERRONIO                       ;;TERRONIO                       ;;TERRONIO                       
45125429;TESSERON                       ;;TESSERON                       ;TESSERON          ;TESSERON                       
45122192;TEXIER                         ;;TEXIER                         ;;TEXIER                         
45122544;TEXIMPORT                      ;16223106;TEXIMPORT                      ;TEXIMPORT         ;TEXIMPORT                      
45122806;THE ART OF SHAVING             ;;THE ART OF SHAVING             ;                  ;THE ART OF SHAVING             
45122685;THE BEAUTIFUL MIND SERIES VOL-1;;THE BEAUTIFUL MIND SERIES VOL-1;;THE BEAUTIFUL MIND SERIES VOL-1
45122517;THE ONE                        ;16223184;THE ONE                        ;B01256            ;THE ONE                        
45122730;THE SINGLETON OF DUFFTOWN      ;;THE SINGLETON OF DUFFTOWN      ;;THE SINGLETON OF DUFFTOWN      
45122297;THIERRY MUGLER                 ;;THIERRY MUGLER                 ;MUGLER            ;THIERRY MUGLER                 
45123518;THIMBLE                        ;;THIMBLE                        ;B01451            ;THIMBLE                        
45122413;TIC TAC                        ;;TIC TAC                        ;TIC TAC           ;TIC TAC                        
45124576;TIFFANY                        ;;TIFFANY                        ;TIFFANY           ;TIFFANY                        
45122534;TIMBERLAND                     ;;TIMBERLAND                     ;TIMBERLAND        ;TIMBERLAND                     
45122772;TIME DESIGN                    ;;TIME DESIGN                    ;;TIME DESIGN                    
45124854;TINTAMAR                       ;16223222;TINTAMAR                       ;;TINTAMAR                       
45122285;TISSOT                         ;;TISSOT                         ;;TISSOT                         
45122285;TISSOT                         ;;TISSOT                         ;;TISSOT                         
